Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
B1P1H5,278060,,83,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1H6,278060,Magi-1 family,109,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1H7,278060,Magi-1 family,109,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1H8,278060,,94,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1I0,278060,Insecticidal toxin ABC family,78,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1H9,278060,Huwentoxin-1 family,103,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1H1,278060,Huwentoxin-1 family,85,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1I1,278060,Spider toxin Tx2 family,116,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1I2,278060,Spider toxin Tx2 family,116,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1I3,278060,Spider toxin Tx2 family,115,,,DISULFID:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1I4,278060,Spider toxin Tx2 family,115,,,DISULFID:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1I8,278060,Huwentoxin-1 family,50,,,,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1I9,278060,,124,,,DISULFID:5,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1J1,278060,,124,,,DISULFID:5,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1J0,278060,,124,,,DISULFID:5,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1J5,278060,Aptotoxin family,93,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1J4,278060,,134,,,,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1J2,278060,,134,,,DISULFID:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0C2X7,278060,Huwentoxin-1 family,66,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1A4,278060,Huwentoxin-1 family,66,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1A6,278060,Huwentoxin-2 family,83,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1A5,278060,Huwentoxin-2 family,83,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1B9,278060,Huwentoxin-1 family,63,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P62520,278060,Huwentoxin-1 family,63,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
Q2PAY4,278060,Phrixotoxin family,83,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0CH44,278060,Huwentoxin-1 family,35,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
O46028,6878,Short scorpion toxin superfamily,62,,LD(50) is 25 ug/kg by intracerebroventricular injection into mice. {ECO:0000269|PubMed:14498829}.,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
P58504,6878,Short scorpion toxin superfamily,32,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
P60164,252780,Short scorpion toxin superfamily,37,,,DISULFID:3,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level;,Parabuthus villosus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus villosus,terrestrial,terrestrial
P60165,252780,Short scorpion toxin superfamily,37,,,DISULFID:3,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level;,Parabuthus villosus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus villosus,terrestrial,terrestrial
Q6WGI9,242110,Short scorpion toxin superfamily,36,,,DISULFID:3,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level;,Parabuthus granulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus granulatus,terrestrial,terrestrial
A9QLM3,172552,Short scorpion toxin superfamily,65,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial,terrestrial
B5KF99,34649,Short scorpion toxin superfamily,64,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P59936,6887,Short scorpion toxin superfamily,40,,LD(50) is 826 ug/kg by intravenous injection into mice. {ECO:0000269|PubMed:10082164}.,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P0C168,369776,Short scorpion toxin superfamily,40,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Tityus trivittatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus trivittatus,terrestrial,terrestrial
P0C185,309814,Short scorpion toxin superfamily,40,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial,terrestrial
P0C8L1,50344,Short scorpion toxin superfamily,40,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Tityus stigmurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus stigmurus,terrestrial,terrestrial
P0CH12,172552,Short scorpion toxin superfamily,60,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial,terrestrial
P0CI47,172552,Short scorpion toxin superfamily,65,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial,terrestrial
P0CI48,172552,Short scorpion toxin superfamily,60,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial,terrestrial
P83243,184226,Short scorpion toxin superfamily,23,,,DISULFID:3,,GO:0019835 (cytolysis); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P83244,6892,Short scorpion toxin superfamily,28,,,DISULFID:3,,GO:0019835 (cytolysis); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level;,Orthochirus scrobiculosus,Arthropoda,Arachnida,Scorpiones,Buthidae,Orthochirus,Orthochirus scrobiculosus,terrestrial,terrestrial
P84630,288781,Short scorpion toxin superfamily,23,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Tityus pachyurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus pachyurus,terrestrial,terrestrial
P0C8L2,50344,Short scorpion toxin superfamily,23,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Tityus stigmurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus stigmurus,terrestrial,terrestrial
Q967F9,34649,Short scorpion toxin superfamily,54,,,,Probably has three disulfide bridges. {ECO:0000250}.,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q95NK7,34649,Short scorpion toxin superfamily,54,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9BJX2,34649,Short scorpion toxin superfamily,54,,,,Contain 3 disulfide bridges. {ECO:0000250}.,GO:0005576 (extracellular region),,1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9BKB4,34649,Short scorpion toxin superfamily,54,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
A0ASK0,34649,Short scorpion toxin superfamily,54,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P60233,6858,Short scorpion toxin superfamily,37,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q8I0L5,34649,Short scorpion toxin superfamily,59,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P60208,6860,Short scorpion toxin superfamily,37,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Androctonus mauritanicus mauritanicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus mauritanicus,terrestrial,terrestrial
Q867F4,6858,Short scorpion toxin superfamily,59,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q86SD8,6858,Short scorpion toxin superfamily,59,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
P84777,57059,Short scorpion toxin superfamily,61,,,DISULFID:3; MOD_RES:1,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
Q5K0E0,112024,Short scorpion toxin superfamily,59,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Androctonus amoreuxi,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus amoreuxi,terrestrial,terrestrial
Q86BX0,34649,Short scorpion toxin superfamily,60,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
D9U2A8,172552,Short scorpion toxin superfamily,60,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial,terrestrial
P0DJO5,1055734,Short scorpion toxin superfamily,62,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chaerilus tricostatus,Arthropoda,Arachnida,Scorpiones,Chaerilidae,Chaerilus,Chaerilus tricostatus,terrestrial,terrestrial
P0C173,34647,Short scorpion toxin superfamily,36,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
Q9NBG9,34649,Short scorpion toxin superfamily,59,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q8MQL0,34649,Short scorpion toxin superfamily,59,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
D3JXM1,34648,Short scorpion toxin superfamily,59,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial,terrestrial
P45660,6884,Short scorpion toxin superfamily,36,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
B8XH42,539894,Short scorpion toxin superfamily,58,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Buthus israelis,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus israelis,terrestrial,terrestrial
B3EWY1,123226,Short scorpion toxin superfamily,59,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Mesobuthus gibbosus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus gibbosus,terrestrial,terrestrial
Q95NJ8,34649,Short scorpion toxin superfamily,55,,,DISULFID:3; MOD_RES:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P0CI46,172552,Short scorpion toxin superfamily,57,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial,terrestrial
P60211,184226,Short scorpion toxin superfamily,35,,,DISULFID:3,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P0C1X5,57059,Short scorpion toxin superfamily,34,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P0C1X6,57059,Short scorpion toxin superfamily,62,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P83407,34649,Short scorpion toxin superfamily,31,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9Y0X5,34649,,57,,,,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P0C183,369776,Short scorpion toxin superfamily,29,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Tityus trivittatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus trivittatus,terrestrial,terrestrial
B3A0L5,369776,Short scorpion toxin superfamily,28,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Tityus trivittatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus trivittatus,terrestrial,terrestrial
