Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q9BKJ1,34649,Long (4 C-C) scorpion toxin superfamily,85,,Venom gland,,,Disulfide bond:4,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q68PH4,6879,Long (4 C-C) scorpion toxin superfamily,87,,Venom; Venom gland,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
P59898,29941,Long (4 C-C) scorpion toxin superfamily,66,,,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
P45658,6858,Long (4 C-C) scorpion toxin superfamily,84,,Venom; Venom gland,,,Disulfide bond:4,,,,,,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q1I167,57059,Long (4 C-C) scorpion toxin superfamily,74,fragment,Venom gland,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P60255,6869,Long (4 C-C) scorpion toxin superfamily,66,,Single abdominal segment,,,Disulfide bond:4,,,,,,both,Buthus occitanus mardochei,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
P45667,29941,Long (4 C-C) scorpion toxin superfamily,66,,Venom,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
P61094,31925,Spider toxin SFI family,18,fragment,Venom,LD(50) is 4 mg/kg on H.virescens larvae.,,,,,,,,both,Segestria florentina,Arthropoda,Arachnida,Araneae,Segestriidae,Segestria,Segestria florentina,terrestrial,terrestrial
P59863,6871,Long (4 C-C) scorpion toxin superfamily,60,,Venom,,,Disulfide bond:4,,,,,,both,Buthus occitanus tunetanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
Q7Z1N0,196454,Spider sphingomyelinase family,161,fragment,,,,,,,,,,both,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
Q9BN12,34647,Short scorpion toxin superfamily,35,,Venom; Venom gland,,,Disulfide bond:3,,,,,,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P83920,6928,,29,,Venom,LD(50) in Drosophila is 16.3 pmol/mg.,,Disulfide bond:2,,,,,,both,Cupiennius salei,Arthropoda,Arachnida,Araneae,Ctenidae,Cupiennius,Cupiennius salei,terrestrial,terrestrial
P29423,6918,Spider toxin Tx2 family,88,,Venom; Venom gland,,,,,,,,,both,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P83999,6918,,47,fragment,Venom,,,,,,,,,both,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P61229,6918,Spider toxin Tx2 family,85,,Venom gland,,,,,,,,,both,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P08380,191581,Sea anemone sodium channel inhibitory toxin family,48,,Nematoblast,,,Disulfide bond:3,,,,,,kw_toxin,Heteractis magnifica,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis magnifica,marine,marine
Q7M425,31165,Sea anemone sodium channel inhibitory toxin family,48,,Nematoblast,,,Disulfide bond:3,,,,,,kw_toxin,Bunodosoma caissarum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma caissarum,marine,marine
P01478,6903,Delta-atracotoxin family,42,,Venom,,,Disulfide bond:4,,,,,,both,Atrax robustus,Arthropoda,Arachnida,Araneae,Hexathelidae,Atrax,Atrax robustus,terrestrial,terrestrial
P83464,209901,Huwentoxin-1 family,33,,,,Amidation,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P49269,12944,To aptotoxins I,76,,Venom,LD(50) is 0.20 mg/kg by subcutaneous injection.,,,,,,,,both,Apomastus schlingeri,Arthropoda,Arachnida,Araneae,Euctenizidae,Apomastus,Apomastus schlingeri,terrestrial,terrestrial
P67861,31159,PDGF/VEGF growth factor family,109,,,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,,,,,,both,Daboia russelii russelii,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia russelii,terrestrial,terrestrial
P82935,8649,Snake toxin family,65,,Venom,,,Disulfide bond:5,,,,,,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P83228,8667,Natriuretic peptide family,35,,Venom,,,Disulfide bond:1,GO:0008217 (blood pressure regulation); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0005179 (hormone activity),GO:0008217 (blood pressure regulation); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0005179 (hormone activity),,both,Oxyuranus scutellatus scutellatus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial,terrestrial
Q91509,103944,Peptidase S1 family,257,,Venom gland,,Zymogen,Disulfide bond:6,,,,,,venom_tissue,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
P84746,8726,,12,,Venom,,,,,,,,,both,Bothrops jararacussu,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararacussu,terrestrial,terrestrial
Q9W7S2,36307,Contains 1 peptidase M12B domain,417,,Venom gland,,Zymogen,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0044421 (extracellular region part); GO:0005509 (calcium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0008270 (zinc ion binding),GO:0009405 (pathogenesis),GO:0044421 (extracellular region part),GO:0005509 (calcium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0008270 (zinc ion binding),,both,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
P58689,38281,Sea anemone actinoporin family,20,fragment,,LD(50) is 140 ug/kg by intravenous injection into mice.,,,,,,,,kw_toxin,Heteractis magnifica,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis magnifica,marine,marine
P61542,6110,Sea anemone type 3 (BDS) potassium channel toxin family,42,,,,,Disulfide bond:3,,,,,,kw_toxin,Anthopleura elegantissima,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura elegantissima,marine,marine
P60976,269418,,80,,Venom; Venom gland,PD(50) is 2.37 +/- 0.12 mg/kg by injection into the abdomen of larvae of H.virescens.,Cleavage on pair of basic residues,,,,,,,kw_toxin,Calisoga sp. US5688764,Arthropoda,Arachnida,Araneae,Nemesiidae,Calisoga,Calisoga sp. US5688764,terrestrial,terrestrial
Q3SB10,196418,Contains 4 EF-hand domains,156,,Venom gland,,,,,,,,,venom_tissue,Hoplocephalus stephensii,Chordata,Lepidosauria,Squamata,Elapidae,Hoplocephalus,Hoplocephalus stephensii,terrestrial,terrestrial
P84804,8642,CRISP family,14,fragment,Venom,,,,GO:0006952 (defense response); GO:0005576 (extracellular region),GO:0006952 (defense response),GO:0005576 (extracellular region),,,both,Naja haje haje,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja haje,terrestrial,terrestrial
P0C1C8,289020,Conotoxin O superfamily,31,,Venom,,Gamma-carboxyglutamic acid,Disulfide bond:3; Gamma-carboxyglutamic acid:1,,,,,,kw_toxin,Conus cancellatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus cancellatus,marine,marine
Q6PN84,42752,Conotoxin T superfamily,66,,Venom; Venom duct,,Amidation; Cleavage on pair of basic residues; Gamma-carboxyglutamic acid,Disulfide bond:2; Gamma-carboxyglutamic acid:2; Amidation:1,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q6HAA2,8732,Snake toxin myotoxin family,63,,Liver,,,Disulfide bond:3,,,,,,venom_tissue,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
P60303,8649,Snake toxin family,81,,Venom; Venom gland,LD(50) is 1.48 mg/kg by intraperitoneal injection.,,Disulfide bond:4,,,,,,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
Q8T0W3,135724,,63,,Venom; Venom gland,,,Disulfide bond:3,,,,,,venom_tissue,Pimpla hypochondriaca,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Pimpla,Pimpla hypochondriaca,terrestrial,terrestrial
Q91135,8656,Snake toxin family,81,,Venom gland,,,Disulfide bond:4,,,,,,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P69758,319920,Conotoxin O superfamily,75,,Venom; Venom duct,,,Disulfide bond:3,,,,,,both,Conus victoriae,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,marine,marine
P19003,8607,Snake toxin family,63,,Venom,LD(50) is 6.6 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,both,Aspidelaps scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Aspidelaps,Aspidelaps scutatus,terrestrial,terrestrial
P69496,35631,Conotoxin I2 superfamily,64,,Venom duct,,Amidation; Cleavage on pair of basic residues,Amidation:1,,,,,,both,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
P18512,6494,Conotoxin O superfamily,77,,,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P0C1U0,101297,Conotoxin M superfamily,25,,Venom duct,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,,both,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine,marine
Q5K0D8,6493,Conotoxin O superfamily,78,,Venom duct,,,Disulfide bond:3,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P05484,6492,Conotoxin O superfamily,71,,Venom duct,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P81631,40353,Disintegrin family,67,,Venom,,,Disulfide bond:4,,,,,,venom_tissue,Echis carinatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P31982,31149,Disintegrin family,73,,Venom,,,Disulfide bond:1,,,,,,venom_tissue,Crotalus cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus cerastes,terrestrial,terrestrial
P00990,343250,Contains 1 BPTI/Kunitz inhibitor domain,60,,Venom,,,Disulfide bond:3,,,,,,venom_tissue,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
P0C173,34647,Short scorpion toxin superfamily,36,,Venom,,,Disulfide bond:3,,,,,,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P0C182,6878,Short scorpion toxin superfamily,37,,Venom,,Pyrrolidone carboxylic acid,Disulfide bond:3,,,,,,both,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
Q5G8B6,309814,Short scorpion toxin superfamily,59,,Venom gland,,,Disulfide bond:3,,,,,,both,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial,terrestrial
P84744,6871,Short scorpion toxin superfamily,28,,Venom,,Amidation,Disulfide bond:3; Amidation:1,GO:0043267 (negative regulation of potassium ion transport); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0043267 (negative regulation of potassium ion transport),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),,both,Buthus occitanus tunetanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
Q5G8A6,309814,Long chain scorpion toxin family,87,,Venom; Venom gland,,,Disulfide bond:3,,,,,,both,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial,terrestrial
Q86QU4,218467,Ergtoxin family,43,,Venom gland,,,Disulfide bond:4,,,,,,both,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
Q7LZ31,8552,,33,fragment,Venom,LD(50) is 0.135 mg/kg on mice.,,,,,,,,both,Heloderma horridum horridum,Chordata,Lepidosauria,Squamata,Helodermatidae,Heloderma,Heloderma horridum,terrestrial,terrestrial
P61508,278031,,27,,Venom,,,,,,,,,both,Hogna carolinensis,Arthropoda,Arachnida,Araneae,Lycosidae,Hogna,Hogna carolinensis,terrestrial,terrestrial
P0C1Q5,91438,MCD family,14,,Venom,,Amidation,Amidation:1,,,,,,venom_tissue,Protonectarina sylveirae,Arthropoda,Insecta,Hymenoptera,Vespidae,Protonectarina,Protonectarina sylveirae,terrestrial,terrestrial
P24331,8732,Snake toxin myotoxin family,65,,Venom gland,,,Disulfide bond:3,,,,,,both,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
Q3HXY0,196418,NGF-beta family,243,,Venom gland,,Cleavage on pair of basic residues; Glycoprotein,Disulfide bond:3; Glycosylation:1,,,,,,venom_tissue,Hoplocephalus stephensii,Chordata,Lepidosauria,Squamata,Elapidae,Hoplocephalus,Hoplocephalus stephensii,terrestrial,terrestrial
Q70WS8,8616,Snake toxin family,84,,Liver,,,Disulfide bond:5,,,,,,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P34074,8610,Snake toxin family,71,,Venom,LD(50) is 0.086 mg/kg by intraperitoneal injection.,,Disulfide bond:5,,,,,,both,Naja annulata annulata,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulata,terrestrial,terrestrial
P80965,8665,Snake toxin family,72,,Venom,,,Disulfide bond:5,,,,,,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P01424,8643,Snake toxin family,61,,Venom,,,Disulfide bond:4,,,,,,both,Naja melanoleuca,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja melanoleuca,terrestrial,terrestrial
P62389,8682,Snake toxin family,60,,Venom,,,Disulfide bond:4,,,,,,both,Hydrophis schistosus,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis schistosus,marine,marine
P81383,8665,Flavin monoamine oxidase family,19,fragment,Venom,,Glycoprotein,,GO:0001716 (L-amino-acid oxidase activity),,,GO:0001716 (L-amino-acid oxidase activity),,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q3C2C2,133434,Phospholipase A2 family,159,,Spine,,,Disulfide bond:6,,,,,,both,Acanthaster planci,Echinodermata,Asteroidea,Valvatida,Acanthasteridae,Acanthaster,Acanthaster planci,marine,marine
P59170,124223,Phospholipase A2 family,139,,Venom gland,,,Disulfide bond:7,,,,,,venom_tissue,Echis carinatus sochureki,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P31100,343250,Phospholipase A2 family,138,,Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
Q92084,33626,Phospholipase A2 family,146,,Liver; Venom; Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P84776,242058,Phospholipase A2 family,121,,Venom,LD(50) is in the range of 6.25-12.5 mg/kg by intraperitoneal injection into mice.,,Disulfide bond:7,,,,,,both,Protobothrops mangshanensis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mangshanensis,terrestrial,terrestrial
Q9PSF9,8718,Phospholipase A2 family,39,fragment,Venom,,,,,,,,,both,Agkistrodon bilineatus,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon bilineatus,terrestrial,terrestrial
P69391,200614,,13,,Venom,,,,,,,,,both,Anoplius samariensis,Arthropoda,Insecta,Hymenoptera,Pompilidae,Anoplius,Anoplius samariensis,terrestrial,terrestrial
P84690,184226,,10,fragment,Venom,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,,both,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P0C175,6887,Short scorpion toxin superfamily,68,,Venom,,Amidation,Amidation:1,,,,,,venom_tissue,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P59897,42200,Long (4 C-C) scorpion toxin superfamily,66,,,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Centruroides infamatus infamatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides infamatus,terrestrial,terrestrial
P01495,6878,Long (4 C-C) scorpion toxin superfamily,84,fragment,Venom,LD(50) is 20 ug/kg in mice.,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
P60269,34648,Short scorpion toxin superfamily,35,,Venom,,,Disulfide bond:4,,,,,,both,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial,terrestrial
Q68PG8,6879,Long (4 C-C) scorpion toxin superfamily,69,fragment,Venom gland,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
Q94435,6878,Long (4 C-C) scorpion toxin superfamily,81,fragment,Venom; Venom gland,,,Disulfide bond:4,,,,,,both,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
P60270,34648,Short scorpion toxin superfamily,35,,Venom,,,Disulfide bond:4,,,,,,both,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial,terrestrial
P82812,42519,Long (4 C-C) scorpion toxin superfamily,61,,Venom,,,Disulfide bond:4,,,,,,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
Q9XY87,34649,Long (4 C-C) scorpion toxin superfamily,85,,Venom; Venom gland,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P0C2K1,424440,Spider sphingomyelinase family,35,fragment,Venom,,,,,,,,,both,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
P0C296,122909,Long (3 C-C) scorpion toxin superfamily,72,,Venom gland,,,Disulfide bond:3,,,,,,both,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
P18329,8618,Snake toxin family,80,,Venom; Venom gland,LD(50) is 40 +/- 3 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,both,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
Q27Q53,58218,,81,fragment,Venom gland,,Amidation; Cleavage on pair of basic residues,Disulfide bond:4; Amidation:1,,,,,,both,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial,terrestrial
P30784,175771,Sea anemone sodium channel inhibitory toxin family,48,,Nematoblast,,,Disulfide bond:3,,,,,,kw_toxin,Radianthus crispa,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Radianthus,Radianthus crispa,marine,marine
P15968,6910,Mu-agatoxin family,38,,Venom,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Hololena curta,Arthropoda,Arachnida,Araneae,Agelenidae,Hololena,Hololena curta,terrestrial,terrestrial
P0C1R3,278061,Delta atracotoxin family,42,,Venom,,,Disulfide bond:4,,,,,,both,Hadronyche sp. 20,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche sp. 20,terrestrial,terrestrial
P83471,209901,Huwentoxin-1 family,35,,,LD(50) is 0.2 +-0.07 mg/kg by intraperitoneal injection into mice.,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P36983,33319,Plectoxin family,82,,Venom; Venom gland,,,,,,,,,both,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
P67862,88087,PDGF/VEGF growth factor family,146,,Venom gland,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,,,,,,both,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
