Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P0DUI2,1028682,Long (4 C-C) scorpion toxin superfamily,87,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides tecomanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides tecomanus,terrestrial,terrestrial
D5HR50,122909,Long (4 C-C) scorpion toxin superfamily,81,fragment,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
P0DQH5,203543,Long (4 C-C) scorpion toxin superfamily,84,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus fasciolatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus fasciolatus,terrestrial,terrestrial
P45666,6876,Long (4 C-C) scorpion toxin superfamily,66,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
Q86SE1,112024,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4,The C-terminal basic residue is removed by a carboxypeptidase.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Androctonus amoreuxi,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus amoreuxi,terrestrial,terrestrial
P01479,6858,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q5MJP5,246982,Long (4 C-C) scorpion toxin superfamily,90,,,DISULFID:4,,GO:0005615 (extracellular space); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Anuroctonus phaiodactylus,Arthropoda,Arachnida,Scorpiones,Chactidae,Anuroctonus,Anuroctonus phaiodactylus,terrestrial,terrestrial
P0DJH8,1143368,Long (4 C-C) scorpion toxin superfamily,67,,10 ug of this toxin kills a mouse of 20g body weight within 20 minutes after intraperitoneal injection. {ECO:0000269|PubMed:22245624}.,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Buthacus macrocentrus,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthacus,Buthacus macrocentrus,terrestrial,terrestrial
P01488,6871,Long (4 C-C) scorpion toxin superfamily,65,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Buthus occitanus tunetanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
C0HLR3,329350,Long (4 C-C) scorpion toxin superfamily,66,,LD(50) is 2.0 ug/mouse by intraperitoneal injection into mice. {ECO:0000269|PubMed:32479835}.,DISULFID:4,,GO:0006952 (defense response); GO:0044493 (envenomation resulting in negative regulation of voltage-gated sodium channel activity in other organism); GO:0005615 (extracellular space); GO:0005246 (calcium channel regulator activity); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),GO:0005246 (calcium channel regulator activity); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides baergi,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides baergi,terrestrial,terrestrial
Q68PH4,6879,Long (4 C-C) scorpion toxin superfamily,87,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
P59897,42199,Long (4 C-C) scorpion toxin superfamily,66,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides infamatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides infamatus,terrestrial,terrestrial
P45667,6876,Long (4 C-C) scorpion toxin superfamily,66,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
P15223,6878,Long (4 C-C) scorpion toxin superfamily,86,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
C0HLF2,2338500,Long (4 C-C) scorpion toxin superfamily,66,,,DISULFID:4,,GO:0044493 (envenomation resulting in negative regulation of voltage-gated sodium channel activity in other organism); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides ornatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides ornatus,terrestrial,terrestrial
P01492,218467,Long (4 C-C) scorpion toxin superfamily,87,,PD(50) is 11.0 mg/kg of insects (crickets). {ECO:0000269|PubMed:4460885}.,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
P18926,1028682,Long (4 C-C) scorpion toxin superfamily,87,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides tecomanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides tecomanus,terrestrial,terrestrial
P60277,34647,Long (4 C-C) scorpion toxin superfamily,64,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P84646,342590,Long (4 C-C) scorpion toxin superfamily,65,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Odontobuthus doriae,Arthropoda,Arachnida,Scorpiones,Buthidae,Odontobuthus,Odontobuthus doriae,terrestrial,terrestrial
P15224,6892,Long (4 C-C) scorpion toxin superfamily,66,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Orthochirus scrobiculosus,Arthropoda,Arachnida,Scorpiones,Buthidae,Orthochirus,Orthochirus scrobiculosus,terrestrial,terrestrial
C0HLR6,2718978,Long (4 C-C) scorpion toxin superfamily,49,fragment,,DISULFID:3,,GO:0044493 (envenomation resulting in negative regulation of voltage-gated sodium channel activity in other organism); GO:0005615 (extracellular space); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Rhopalurus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Rhopalurus,Rhopalurus crassicauda,terrestrial,terrestrial
E7CLN4,419285,Long (4 C-C) scorpion toxin superfamily,65,fragment,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Rhopalurus junceus,Arthropoda,Arachnida,Scorpiones,Buthidae,Rhopalurus,Rhopalurus junceus,terrestrial,terrestrial
P56611,50343,Long (4 C-C) scorpion toxin superfamily,84,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus bahiensis,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus bahiensis,terrestrial,terrestrial
Q1I180,57059,Long (4 C-C) scorpion toxin superfamily,86,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P0DSO5,203543,Long (4 C-C) scorpion toxin superfamily,64,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Tityus fasciolatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus fasciolatus,terrestrial,terrestrial
C0HLL9,2599738,Long (4 C-C) scorpion toxin superfamily,65,,,DISULFID:4,,GO:0098542 (defense response to other organism); GO:0044493 (envenomation resulting in negative regulation of voltage-gated sodium channel activity in other organism); GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus macrochirus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus macrochirus,terrestrial,terrestrial
P60214,1221240,Long (4 C-C) scorpion toxin superfamily,86,,,DISULFID:4; MOD_RES:1,,GO:0044489 (negative regulation of voltage-gated sodium channel activity in other organism); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P15226,6887,Long (4 C-C) scorpion toxin superfamily,84,,LD(50) is 1.7 ng by intracerebroventricular injection into mice (85 ng/kg). {ECO:0000269|PubMed:10091586}.,DISULFID:4; MOD_RES:1,"C-terminal amidation is important for high activity. {ECO:0000269|PubMed:24560880, ECO:0000269|PubMed:24989851}.",GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of other organism); GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P56612,50344,Long (4 C-C) scorpion toxin superfamily,84,,,DISULFID:4; MOD_RES:1,,GO:0051701 (biological process involved in interaction with host); GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus stigmurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus stigmurus,terrestrial,terrestrial
P0DMM8,369776,Long (4 C-C) scorpion toxin superfamily,84,,LD(50) is 28.5 ug/kg by intracranial injection into mice.,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus trivittatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus trivittatus,terrestrial,terrestrial
Q2NME3,288787,Long (4 C-C) scorpion toxin superfamily,86,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus zulianus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus zulianus,terrestrial,terrestrial
P60260,57059,Long (4 C-C) scorpion toxin superfamily,26,fragment,,,,GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P60261,57059,Long (4 C-C) scorpion toxin superfamily,13,fragment,,,,GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P60262,57059,Long (4 C-C) scorpion toxin superfamily,29,fragment,,,,GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P60263,57059,Long (4 C-C) scorpion toxin superfamily,27,fragment,,,,GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P0DUI3,1028682,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides tecomanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides tecomanus,terrestrial,terrestrial
P84614,42519,Long (4 C-C) scorpion toxin superfamily,65,,"LD(50) is 0.088 ug/g by subcutaneous injection into mice, 0.0023 ug/g by intracerebroventricular injection into mice and 14.3 ug/g in B.germanica. {ECO:0000269|PubMed:16309623}.",DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
A0A5H1ZR48,6878,,27,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
D5HR51,122909,Long (4 C-C) scorpion toxin superfamily,85,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
E7CLP6,419285,Long (4 C-C) scorpion toxin superfamily,90,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Rhopalurus junceus,Arthropoda,Arachnida,Scorpiones,Buthidae,Rhopalurus,Rhopalurus junceus,terrestrial,terrestrial
Q86SE0,112024,Long (4 C-C) scorpion toxin superfamily,86,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Androctonus amoreuxi,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus amoreuxi,terrestrial,terrestrial
P01484,6858,Long (4 C-C) scorpion toxin superfamily,85,,"LD(50) is 25 ng/kg by intracerebroventricular injection into mice, and LD(50) is 11 ug/kg by subcutaneous injection. {ECO:0000269|PubMed:12911331}.",DISULFID:4; MOD_RES:1,The amidation of His-83 is not necessary for toxicity. {ECO:0000269|PubMed:15725394}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q5MJP4,246982,Long (4 C-C) scorpion toxin superfamily,72,fragment,,DISULFID:4,,GO:0005615 (extracellular space); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Anuroctonus phaiodactylus,Arthropoda,Arachnida,Scorpiones,Chactidae,Anuroctonus,Anuroctonus phaiodactylus,terrestrial,terrestrial
P01483,6871,Long (4 C-C) scorpion toxin superfamily,65,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Buthus occitanus tunetanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
C0HLR4,329350,Long (4 C-C) scorpion toxin superfamily,66,,LD(50) is 1.5 ug/mouse by intraperitoneal injection into mice. {ECO:0000269|PubMed:32479835}.,DISULFID:4,,GO:0006952 (defense response); GO:0044493 (envenomation resulting in negative regulation of voltage-gated sodium channel activity in other organism); GO:0005615 (extracellular space); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides baergi,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides baergi,terrestrial,terrestrial
Q68PH3,6879,Long (4 C-C) scorpion toxin superfamily,87,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
P60163,217898,Long (4 C-C) scorpion toxin superfamily,68,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Centruroides gracilis,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides gracilis,terrestrial,terrestrial
P59898,6876,Long (4 C-C) scorpion toxin superfamily,66,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
P01495,6878,Long (4 C-C) scorpion toxin superfamily,84,fragment,LD(50) is 20 ug/kg in mice.,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
C0HLF3,2338500,Long (4 C-C) scorpion toxin superfamily,66,,,DISULFID:4,,GO:0044493 (envenomation resulting in negative regulation of voltage-gated sodium channel activity in other organism); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides ornatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides ornatus,terrestrial,terrestrial
