Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
A0SPI0,202807,MCD family,40,,Venom; Venom gland,,Amidation,Amidation:1,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0043303 (mast cell degranulation); GO:0005576 (extracellular region),GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0043303 (mast cell degranulation),GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Vespa magnifica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa magnifica,terrestrial,terrestrial
P01504,7463,Melittin family,26,,,,Amidation,Amidation:1,GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006811 (ion transport); GO:0009405 (pathogenesis); GO:0016021 (integral to membrane); GO:0044218 (other organism cell membrane); GO:0004860 (protein kinase inhibitor activity),GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006811 (ion transport); GO:0009405 (pathogenesis),GO:0016021 (integral to membrane); GO:0044218 (other organism cell membrane),GO:0004860 (protein kinase inhibitor activity),1: Evidence at protein level,both,Apis florea,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis florea,terrestrial,terrestrial
P24330,8729,Snake myotoxin family,45,,Venom,LD(50) is 0.96 mg/kg by subcutaneous injection.,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial,terrestrial
Q3HXZ1,111177,NGF-beta family,243,,Venom gland,,Cleavage on pair of basic residues; Disulfide bond; Glycoprotein,Disulfide bond:3; Glycosylation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008083 (growth factor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008083 (growth factor activity),2: Evidence at transcript level,both,Oxyuranus microlepidotus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus microlepidotus,terrestrial,terrestrial
P58370,54390,Snake three-finger toxin family,86,,Venom gland,,Disulfide bond,Disulfide bond:5,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Micrurus corallinus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus corallinus,terrestrial,terrestrial
P01393,8619,Snake three-finger toxin family,72,,Venom,LD(50) is 0.38 mg/kg by subcutaneous injection.,Disulfide bond,Disulfide bond:5,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Dendroaspis jamesoni kaimosae,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial,terrestrial
P01388,8643,Snake three-finger toxin family,71,,,,Disulfide bond,Disulfide bond:5,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Naja melanoleuca,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja melanoleuca,terrestrial,terrestrial
P0C8R7,8628,Snake three-finger toxin family,69,,Venom,LD(50) is 0.12 mg/kg by intramuscular injection into mice.,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
Q8UW27,8781,Snake three-finger toxin family,81,,Venom gland,LD(50) is 0.2192 by intraperitoneal injection into mice.,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),2: Evidence at transcript level,both,Hydrophis hardwickii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis hardwickii,marine,marine
P01426,8658,Snake three-finger toxin family,61,,Venom,LD(50) is 0.036 mg/kg by subcutaneous injection.,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Naja pallida,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja pallida,terrestrial,terrestrial
P19958,8678,Snake three-finger toxin family,60,,Venom,LD(50) is 0.076 mg/kg by intramuscular injection into mice.,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Aipysurus laevis,Chordata,Lepidosauria,Squamata,Elapidae,Aipysurus,Aipysurus laevis,marine,marine
P25495,8629,Snake three-finger toxin family,62,,Venom,,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Laticauda crockeri,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda crockeri,marine,marine
P0C2D5,88087,Flavin monoamine oxidase family,20,fragment,Venom,,Glycoprotein,,GO:0006915 (apoptosis); GO:0007596 (blood coagulation); GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis of cells in other organism); GO:0055114 (oxidation reduction); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0001716 (L-amino-acid oxidase activity),GO:0006915 (apoptosis); GO:0007596 (blood coagulation); GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis of cells in other organism); GO:0055114 (oxidation reduction); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0001716 (L-amino-acid oxidase activity),1: Evidence at protein level,both,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P0C8X1,50344,,34,fragment,Venom,,,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Tityus stigmurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus stigmurus,terrestrial,terrestrial
P08873,70142,Phospholipase A2 family,145,,Venom; Venom gland,,Disulfide bond,Disulfide bond:7,GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level,venom_tissue,Notechis scutatus scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Notechis,Notechis scutatus,terrestrial,terrestrial
Q1RP79,110206,Phospholipase A2 family,138,,Venom; Venom gland,,Disulfide bond,Disulfide bond:7,GO:0016042 (lipid catabolic process); GO:0009405 (pathogenesis); GO:0006644 (phospholipid metabolic process); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),GO:0016042 (lipid catabolic process); GO:0009405 (pathogenesis); GO:0006644 (phospholipid metabolic process); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level,both,Vipera nikolskii,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera nikolskii,terrestrial,terrestrial
Q8QFW3,132961,Phospholipase A2 family,147,,Venom gland,,Disulfide bond,Disulfide bond:7,GO:0016042 (lipid catabolic process); GO:0009405 (pathogenesis); GO:0006644 (phospholipid metabolic process); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),GO:0016042 (lipid catabolic process); GO:0009405 (pathogenesis); GO:0006644 (phospholipid metabolic process); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level,both,Bungarus caeruleus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus caeruleus,terrestrial,terrestrial
P58464,113192,Phospholipase A2 family,120,,Venom,,Disulfide bond,Disulfide bond:7,GO:0016042 (lipid catabolic process); GO:0009405 (pathogenesis); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),GO:0016042 (lipid catabolic process); GO:0009405 (pathogenesis); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level,both,Bothrops pirajai,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops pirajai,terrestrial,terrestrial
P59172,38415,Phospholipase A2 family,139,,Venom gland,,Disulfide bond,Disulfide bond:7,GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level,venom_tissue,Echis pyramidum leakeyi,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis pyramidum,terrestrial,terrestrial
Q9YGJ7,48068,Phospholipase A2 family,137,,Liver,,Disulfide bond,Disulfide bond:7,GO:0016042 (lipid catabolic process); GO:0009405 (pathogenesis); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),GO:0016042 (lipid catabolic process); GO:0009405 (pathogenesis); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level,both,Daboia palaestinae,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia palaestinae,terrestrial,terrestrial
P20258,8671,Phospholipase A2 family,117,,Venom,,Disulfide bond,Disulfide bond:7,GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level,venom_tissue,Pseudechis porphyriacus,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis porphyriacus,terrestrial,terrestrial
P22640,103944,Phospholipase A2 family,122,,Venom,,Disulfide bond,Disulfide bond:7,GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level,venom_tissue,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
P24605,8722,Phospholipase A2 family,137,,Venom; Venom gland,,Disulfide bond; Lipoprotein,Disulfide bond:7,GO:0042742 (defense response to bacterium); GO:0016042 (lipid catabolic process); GO:0009405 (pathogenesis); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),GO:0042742 (defense response to bacterium); GO:0016042 (lipid catabolic process); GO:0009405 (pathogenesis); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level,both,Bothrops asper,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops asper,terrestrial,terrestrial
P34180,8705,Phospholipase A2 family,137,,Venom; Venom gland,,Disulfide bond,Disulfide bond:7,GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level,venom_tissue,Vipera ammodytes ammodytes,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera ammodytes,terrestrial,terrestrial
P21789,8697,Phospholipase A2 family,120,,Venom,,Disulfide bond,Disulfide bond:6,GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level,venom_tissue,Cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Cerastes,Cerastes cerastes,terrestrial,terrestrial
P81866,8286,Pardaxin family,33,,,,,,GO:0006811 (ion transport); GO:0009405 (pathogenesis); GO:0016021 (integral to membrane); GO:0044218 (other organism cell membrane),GO:0006811 (ion transport); GO:0009405 (pathogenesis),GO:0016021 (integral to membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level,kw_toxin,Pardachirus pavoninus,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Pardachirus,Pardachirus pavoninus,marine,marine
P82424,118888,Ponericin-W family,25,,Venom,,,,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0019836 (hemolysis by symbiont of host erythrocytes); GO:0045087 (innate immune response); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0019836 (hemolysis by symbiont of host erythrocytes); GO:0045087 (innate immune response),GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Neoponera goeldii,Arthropoda,Insecta,Hymenoptera,Formicidae,Neoponera,Neoponera goeldii,terrestrial,terrestrial
P80551,9823,Pancreatic ribonuclease family,20,fragment,,,,,GO:0005764 (lysosome); GO:0004522 (pancreatic ribonuclease activity),,GO:0005764 (lysosome),GO:0004522 (pancreatic ribonuclease activity),1: Evidence at protein level,kw_toxin,Sus scrofa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,unknown,unknown
P60212,184226,Long (4 C-C) scorpion toxin superfamily,65,,Venom,,Amidation; Disulfide bond,Disulfide bond:4; Amidation:1,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
