Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat
P10454,6111,Sea anemone sodium channel inhibitory toxin family,48,,LD(50) is 450 ug/kg by intraperitoneal injection into mice. {ECO:0000303|PubMed:15169781}.,,Anthopleura fuscoviridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura fuscoviridis,marine
P0C5F9,6112,Sea anemone sodium channel inhibitory toxin family,47,,,,Anthopleura xanthogrammica,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura xanthogrammica,marine
P0C1F4,31164,Sea anemone sodium channel inhibitory toxin family,48,,LD(50) is 0.4 ug/kg by intracerebroventricular injection into mice. {ECO:0000269|PubMed:7911468}.,,Bunodosoma granuliferum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma granuliferum,marine
B1NWU5,6106,Sea anemone sodium channel inhibitory toxin family,82,,,,Actinia equina,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia equina,marine
P0C1F1,6110,Sea anemone sodium channel inhibitory toxin family,47,,,,Anthopleura elegantissima,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura elegantissima,marine
P69928,280228,Sea anemone sodium channel inhibitory toxin family,74,,LD(50) is 70 ug/kg into crabs. {ECO:0000269|PubMed:15581681}.,,Antheopsis maculata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Antheopsis,Antheopsis maculata,marine
P0C5G0,6112,Sea anemone sodium channel inhibitory toxin family,47,,,,Anthopleura xanthogrammica,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura xanthogrammica,marine
Q7M425,31165,Sea anemone sodium channel inhibitory toxin family,48,,LD(50) is 600 ug/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:15169781}.,,Bunodosoma caissarum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma caissarum,marine
P0C1F5,31164,Sea anemone sodium channel inhibitory toxin family,48,,LD(50) is 21 ug/kg by intracerebroventricular injection into mice. {ECO:0000269|PubMed:7911468}.,,Bunodosoma granuliferum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma granuliferum,marine
B1NWU6,6106,Sea anemone sodium channel inhibitory toxin family,81,,,,Actinia equina,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia equina,marine
P0C5G1,6112,Sea anemone sodium channel inhibitory toxin family,47,,,,Anthopleura xanthogrammica,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura xanthogrammica,marine
P01529,6108,Sea anemone sodium channel inhibitory toxin family,46,,,,Anemonia sulcata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,marine
P0C5G2,6112,Sea anemone sodium channel inhibitory toxin family,47,,,,Anthopleura xanthogrammica,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura xanthogrammica,marine
B1NWT3,51769,Sea anemone sodium channel inhibitory toxin family,72,,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P0C5G3,6112,Sea anemone sodium channel inhibitory toxin family,49,,,,Anthopleura xanthogrammica,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura xanthogrammica,marine
P0C5F5,462333,Sea anemone sodium channel inhibitory toxin family,47,,,,Anthopleura sp. 'Zhanjiang',Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura sp. 'Zhanjiang',marine
P0C5F6,462333,Sea anemone sodium channel inhibitory toxin family,47,,,,Anthopleura sp. 'Zhanjiang',Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura sp. 'Zhanjiang',marine
B1NWT4,51769,Sea anemone sodium channel inhibitory toxin family,76,,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
B1NWT5,51769,Sea anemone sodium channel inhibitory toxin family,83,,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P01530,6112,Sea anemone sodium channel inhibitory toxin family,49,,,,Anthopleura xanthogrammica,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura xanthogrammica,marine
P0C280,47073,Sea anemone sodium channel inhibitory toxin family,47,,LD(100) is 5 ug/g when injected into fly larvae (M.domestica). {ECO:0000269|PubMed:29109403}.,,Condylactis gigantea,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Condylactis,Condylactis gigantea,marine
P01531,6112,Sea anemone sodium channel inhibitory toxin family,49,,,,Anthopleura xanthogrammica,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura xanthogrammica,marine
P0C7P9,138296,Sea anemone sodium channel inhibitory toxin family,48,,,,Bunodosoma cangicum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma cangicum,marine
P0CH42,47073,Sea anemone sodium channel inhibitory toxin family,47,,,,Condylactis gigantea,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Condylactis,Condylactis gigantea,marine
P82803,138296,Sea anemone sodium channel inhibitory toxin family,48,,,,Bunodosoma cangicum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma cangicum,marine
P0C7Q0,138296,Sea anemone sodium channel inhibitory toxin family,48,,,,Bunodosoma cangicum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma cangicum,marine
P01532,6110,Sea anemone sodium channel inhibitory toxin family,47,,LD(50) is 1 ug/kg by intramuscular injection into crabs (C.maenas). {ECO:0000269|PubMed:11072049}.,,Anthopleura elegantissima,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura elegantissima,marine
P86459,138296,Sea anemone sodium channel inhibitory toxin family,47,,,,Bunodosoma cangicum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma cangicum,marine
Q76CA3,230562,Sea anemone sodium channel inhibitory toxin family,74,,LD(50) is 70 ug/kg to crabs. {ECO:0000269|PubMed:12565742}.,,Stichodactyla gigantea,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla gigantea,marine
D2KX90,659513,Sea anemone sodium channel inhibitory toxin family,84,,LD(50) is 20 ug/kg to freshwater crabs. {ECO:0000269|PubMed:20817118}.,,Cryptodendrum adhaesivum,Cnidaria,Anthozoa,Actiniaria,Thalassianthidae,Cryptodendrum,Cryptodendrum adhaesivum,marine
P30831,3122430,Sea anemone sodium channel inhibitory toxin family,48,,,,Radianthus crispa,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Radianthus,Radianthus crispa,marine
P19651,6123,Sea anemone sodium channel inhibitory toxin family,48,,LD(50) is 0.3 ug/kg by intrahemocoelic injection. {ECO:0000269|PubMed:2568126}.,,Stichodactyla helianthus,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla helianthus,marine
D2KX92,659516,Sea anemone sodium channel inhibitory toxin family,84,,LD(50) is 24 ug/kg to freshwater crabs. {ECO:0000269|PubMed:20817118}.,,Thalassianthus aster,Cnidaria,Anthozoa,Actiniaria,Thalassianthidae,Thalassianthus,Thalassianthus aster,marine
B1NWS4,45351,Sea anemone sodium channel inhibitory toxin family,85,,PD(50) is 76 nmol/kg into blowfly larvae. {ECO:0000269|PubMed:18538344}.,,Nematostella vectensis,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella,Nematostella vectensis,marine
B1NWS1,45351,Sea anemone sodium channel inhibitory toxin family,85,,PD(50) is 76 nmol/kg into blowfly larvae. {ECO:0000269|PubMed:18538344}.,,Nematostella vectensis,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella,Nematostella vectensis,marine
B1NWR6,45351,Sea anemone sodium channel inhibitory toxin family,85,,PD(50) is 76 nmol/kg into blowfly larvae. {ECO:0000269|PubMed:18538344}.,,Nematostella vectensis,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella,Nematostella vectensis,marine
P30783,3122430,Sea anemone sodium channel inhibitory toxin family,48,,,,Radianthus crispa,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Radianthus,Radianthus crispa,marine
P0CH90,45351,Sea anemone sodium channel inhibitory toxin family,85,,PD(50) is 76 nmol/kg into blowfly larvae. {ECO:0000269|PubMed:18538344}.,,Nematostella vectensis,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella,Nematostella vectensis,marine
P0CH46,45351,Sea anemone sodium channel inhibitory toxin family,85,,PD(50) is 76 nmol/kg into blowfly larvae. {ECO:0000269|PubMed:18538344}.,,Nematostella vectensis,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella,Nematostella vectensis,marine
P30832,3122430,Sea anemone sodium channel inhibitory toxin family,48,,,"Delta-SHTX-Hcr1f (RTX-VI) may be the result of post-translational modification of delta-SHTX-Hcr1a (RTX-III), which would consist of Arg- 13 cleavage. {ECO:0000305|PubMed:33368037}.",Radianthus crispa,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Radianthus,Radianthus crispa,marine
B1NWS8,45351,Sea anemone sodium channel inhibitory toxin family,85,,PD(50) is 76 nmol/kg into blowfly larvae. {ECO:0000269|PubMed:18538344}.,,Nematostella vectensis,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella,Nematostella vectensis,marine
A7SCE5,45351,Sea anemone sodium channel inhibitory toxin family,85,,PD(50) is 76 nmol/kg into blowfly larvae. {ECO:0000269|PubMed:18538344}.,,Nematostella vectensis,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella,Nematostella vectensis,marine
B1NWR7,45351,Sea anemone sodium channel inhibitory toxin family,85,,PD(50) is 76 nmol/kg into blowfly larvae. {ECO:0000269|PubMed:18538344}.,,Nematostella vectensis,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella,Nematostella vectensis,marine
P30784,3122430,Sea anemone sodium channel inhibitory toxin family,48,,,,Radianthus crispa,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Radianthus,Radianthus crispa,marine
B1B5I9,475174,Sea anemone sodium channel inhibitory toxin family,84,,LD(50) is 93 ug/kg into crabs. {ECO:0000269|PubMed:18243416}.,,Stichodactyla haddoni,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla haddoni,marine
P30785,3122430,Sea anemone sodium channel inhibitory toxin family,47,,,,Radianthus crispa,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Radianthus,Radianthus crispa,marine
P0CH45,45351,Sea anemone sodium channel inhibitory toxin family,85,,PD(50) is 76 nmol/kg into blowfly larvae. {ECO:0000269|PubMed:18538344}.,,Nematostella vectensis,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella,Nematostella vectensis,marine
Q76CA0,230562,Sea anemone sodium channel inhibitory toxin family,84,,LD(50) is 120 ug/kg to crabs. {ECO:0000269|PubMed:12565742}.,,Stichodactyla gigantea,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla gigantea,marine
P0C5G6,462315,Sea anemone sodium channel inhibitory toxin family,47,,LD(50) is 5.8 ug/kg against crabs. {ECO:0000269|PubMed:9133708}.,,Isohalcurias carlgreni,Cnidaria,Anthozoa,Actiniaria,Halcuriidae,Isohalcurias,Isohalcurias carlgreni,marine
D2KX91,659514,Sea anemone sodium channel inhibitory toxin family,84,,,,Heterodactyla hemprichii,Cnidaria,Anthozoa,Actiniaria,Thalassianthidae,Heterodactyla,Heterodactyla hemprichii,marine
C0HM42,47073,Sea anemone type 3 (BDS) potassium channel toxin family,48,,,,Condylactis gigantea,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Condylactis,Condylactis gigantea,marine
Q66S25,289382,Natterin family,355,,,Contains 4 disulfide bonds. {ECO:0000305}.,Thalassophryne nattereri,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Thalassophryne,Thalassophryne nattereri,marine
Q66S21,289382,Natterin family,376,,,Contains 4 disulfide bonds. {ECO:0000305}.,Thalassophryne nattereri,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Thalassophryne,Thalassophryne nattereri,marine
Q66S17,289382,Natterin family,364,,,Contains 4 disulfide bonds. {ECO:0000305}.,Thalassophryne nattereri,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Thalassophryne,Thalassophryne nattereri,marine
Q66S13,289382,Natterin family,387,,,Contains 4 disulfide bonds. {ECO:0000305}.,Thalassophryne nattereri,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Thalassophryne,Thalassophryne nattereri,marine
Q66S08,289382,Natterin family,71,,,,Thalassophryne nattereri,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Thalassophryne,Thalassophryne nattereri,marine
P0DRC5,218467,Long (4 C-C) scorpion toxin superfamily,66,,,,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial
E3P6S4,2652724,Sea anemone sodium channel inhibitory toxin family,90,,PD(50) is 16.91 +-5.78 ug/kg into blowfly larvae (S.falculata). {ECO:0000269|PubMed:23356888}.,,Exaiptasia diaphana,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Exaiptasia,Exaiptasia diaphana,marine
P0DV01,2856346,Bradykinin-related peptide family,14,,,,Scolia decorata ventralis,Arthropoda,Insecta,Hymenoptera,Scoliidae,Scolia,Scolia decorata,terrestrial
Q9TWR4,6887,Non-disulfide-bridged peptide (NDBP) superfamily,13,,,,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial
Q9TWD3,6868,Non-disulfide-bridged peptide (NDBP) superfamily,21,,,,Buthus occitanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial
A0A0N9LWM6,1532993,Non-disulfide-bridged peptide (NDBP) superfamily,76,,,,Mesomexovis punctatus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Mesomexovis,Mesomexovis punctatus,terrestrial
P82656,132263,Non-disulfide-bridged peptide (NDBP) superfamily,41,,,,Hoffmannihadrurus aztecus,Arthropoda,Arachnida,Scorpiones,Caraboctonidae,Hoffmannihadrurus,Hoffmannihadrurus aztecus,terrestrial
E4VP11,34648,Non-disulfide-bridged peptide (NDBP) superfamily,75,,,,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial
Q9Y0X4,34649,Non-disulfide-bridged peptide (NDBP) superfamily,72,,,,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial
P83239,55084,Non-disulfide-bridged peptide (NDBP) superfamily,44,,,,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial
P83313,190115,Non-disulfide-bridged peptide (NDBP) superfamily,82,,,,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial
P83312,190110,Non-disulfide-bridged peptide (NDBP) superfamily,45,,,,Parabuthus schlechteri,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus schlechteri,terrestrial
P0CF38,497827,Non-disulfide-bridged peptide (NDBP) superfamily,56,,PD(50) is 38 mg/kg into the insect A.domestica. {ECO:0000269|PubMed:20139620}.,,Isometrus maculatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Isometrus,Isometrus maculatus,terrestrial
F1AWB0,993612,Non-disulfide-bridged peptide (NDBP) superfamily,82,,,,Vaejovis mexicanus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis,Vaejovis mexicanus,terrestrial
N0EAL3,6859,Non-disulfide-bridged peptide (NDBP) superfamily,73,,,,Androctonus mauritanicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus mauritanicus,terrestrial
Q8N0N8,34649,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial
P83314,190115,Non-disulfide-bridged peptide (NDBP) superfamily,44,,,,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial
Q5G8B2,309814,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial
Q5VJS9,190115,Non-disulfide-bridged peptide (NDBP) superfamily,61,,,,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial
Q5G8B1,309814,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial
Q5G8B0,309814,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial
Q5G8A9,309814,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial
A0A0C4G489,118530,Non-disulfide-bridged peptide (NDBP) superfamily,83,,,,Heterometrus spinifer,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,Heterometrus spinifer,terrestrial
P0C8L3,380989,Non-disulfide-bridged peptide (NDBP) superfamily,80,,,,Hadrurus gertschi,Arthropoda,Arachnida,Scorpiones,Caraboctonidae,Hadrurus,Hadrurus gertschi,terrestrial
P86407,34648,Non-disulfide-bridged peptide (NDBP) superfamily,75,,"LD(50) is 1.9 nmol/g in housefly adults, while LD(100) is 5 nmol/g in the same species. {ECO:0000269|PubMed:29770866}.",,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial
A0A0N7FMT9,1532993,Non-disulfide-bridged peptide (NDBP) superfamily,77,,,,Mesomexovis punctatus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Mesomexovis,Mesomexovis punctatus,terrestrial
C7C1L2,573324,Non-disulfide-bridged peptide (NDBP) superfamily,81,,,,Opisthacanthus cayaporum,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus cayaporum,terrestrial
C9X4J0,57059,Non-disulfide-bridged peptide (NDBP) superfamily,77,,,,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial
L0GBQ6,1273102,Non-disulfide-bridged peptide (NDBP) superfamily,81,,,,Urodacus yaschenkoi,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Urodacus,Urodacus yaschenkoi,terrestrial
P0DMI7,118530,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,Heterometrus spinifer,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,Heterometrus spinifer,terrestrial
P83240,55084,Non-disulfide-bridged peptide (NDBP) superfamily,24,,,,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial
A0A218QWY8,6887,Non-disulfide-bridged peptide (NDBP) superfamily,72,,,,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial
P0DRB5,288786,Non-disulfide-bridged peptide (NDBP) superfamily,25,,,,Tityus trinitatis,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus trinitatis,terrestrial
P0DL41,6880,Non-disulfide-bridged peptide (NDBP) superfamily,25,,,,Centruroides suffusus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides suffusus,terrestrial
P0DMI8,118530,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,Heterometrus spinifer,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,Heterometrus spinifer,terrestrial
A0A1D3IXJ5,1221240,Non-disulfide-bridged peptide (NDBP) superfamily,79,,,,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial
P0DMI9,118530,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,Heterometrus spinifer,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,Heterometrus spinifer,terrestrial
P0DMJ0,118530,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,Heterometrus spinifer,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,Heterometrus spinifer,terrestrial
C5J897,573324,Non-disulfide-bridged peptide (NDBP) superfamily,80,,,,Opisthacanthus cayaporum,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus cayaporum,terrestrial
C5J888,573324,Non-disulfide-bridged peptide (NDBP) superfamily,75,,,,Opisthacanthus cayaporum,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus cayaporum,terrestrial
A0A0C4G5K0,118530,Non-disulfide-bridged peptide (NDBP) superfamily,73,,,,Heterometrus spinifer,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,Heterometrus spinifer,terrestrial
Q8MMJ7,167108,Non-disulfide-bridged peptide (NDBP) superfamily,68,,,IsCTf is an enzymatic proteolytic cleavage product of IsCT by the proteases present in the venom. {ECO:0000305|PubMed:12054688}.,Opisthacanthus madagascariensis,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus madagascariensis,terrestrial
Q8MTX2,167108,Non-disulfide-bridged peptide (NDBP) superfamily,71,,,IsCT2F is an enzymatic proteolytic cleavage product of IsCT2 by the proteases present in the venom. {ECO:0000305|PubMed:12054688}.,Opisthacanthus madagascariensis,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus madagascariensis,terrestrial
P0DRB6,288786,Non-disulfide-bridged peptide (NDBP) superfamily,17,,,,Tityus trinitatis,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus trinitatis,terrestrial
Q718F4,34649,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial
P0DRB7,288786,Non-disulfide-bridged peptide (NDBP) superfamily,17,,,,Tityus trinitatis,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus trinitatis,terrestrial
