Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
D2KX91,Heterodactyla hemprichii (Hemprich's sea anemone),659514,Sea anemone sodium channel inhibitory toxin family,84,,,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
C0HM42,Condylactis gigantea (Giant Caribbean anemone) (Condylactis passiflora),47073,Sea anemone type 3 (BDS) potassium channel toxin family,48,,,,GO:0005576 (extracellular region); GO:0030414 (peptidase inhibitor activity); GO:0090729 (toxin activity),GO:0030414 (peptidase inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;
Q66S25,Thalassophryne nattereri (Copper Joe toadfish),289382,Natterin family,355,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0016787 (hydrolase activity); GO:0090729 (toxin activity),GO:0016787 (hydrolase activity); GO:0090729 (toxin activity),1: Evidence at protein level;
Q66S21,Thalassophryne nattereri (Copper Joe toadfish),289382,Natterin family,376,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0016787 (hydrolase activity); GO:0090729 (toxin activity),GO:0016787 (hydrolase activity); GO:0090729 (toxin activity),1: Evidence at protein level;
Q66S17,Thalassophryne nattereri (Copper Joe toadfish),289382,Natterin family,364,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0016787 (hydrolase activity); GO:0090729 (toxin activity),GO:0016787 (hydrolase activity); GO:0090729 (toxin activity),1: Evidence at protein level;
Q66S13,Thalassophryne nattereri (Copper Joe toadfish),289382,Natterin family,387,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0016787 (hydrolase activity); GO:0090729 (toxin activity),GO:0016787 (hydrolase activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
Q66S08,Thalassophryne nattereri (Copper Joe toadfish),289382,Natterin family,71,,,,GO:0005576 (extracellular region); GO:0016787 (hydrolase activity); GO:0090729 (toxin activity),GO:0016787 (hydrolase activity); GO:0090729 (toxin activity),3: Inferred from homology;
P0DRC5,Centruroides sculpturatus (Arizona bark scorpion),218467,Long (4 C-C) scorpion toxin superfamily,66,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
E3P6S4,Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella),2652724,Sea anemone sodium channel inhibitory toxin family,90,,PD(50) is 16.91 +-5.78 ug/kg into blowfly larvae (S.falculata). {ECO:0000269|PubMed:23356888}.,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0015459 (potassium channel regulator activity); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P0DV01,Scolia decorata ventralis (Solitary wasp),2856346,Bradykinin-related peptide family,14,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q9TWR4,Tityus serrulatus (Brazilian scorpion),6887,Non-disulfide-bridged peptide (NDBP) superfamily,13,,,,GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0030414 (peptidase inhibitor activity),GO:0030414 (peptidase inhibitor activity),1: Evidence at protein level;
Q9TWD3,Buthus occitanus (Common European scorpion),6868,Non-disulfide-bridged peptide (NDBP) superfamily,21,,,,GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0030414 (peptidase inhibitor activity),GO:0030414 (peptidase inhibitor activity),1: Evidence at protein level;
A0A0N9LWM6,Mesomexovis punctatus (Scorpion) (Vaejovis punctatus),1532993,Non-disulfide-bridged peptide (NDBP) superfamily,76,,,,,,1: Evidence at protein level;
P82656,Hoffmannihadrurus aztecus (Mexican scorpion) (Hadrurus aztecus),132263,Non-disulfide-bridged peptide (NDBP) superfamily,41,,,,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),,1: Evidence at protein level;
E4VP11,Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus),34648,Non-disulfide-bridged peptide (NDBP) superfamily,75,,,,,,3: Inferred from homology;
Q9Y0X4,Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii),34649,Non-disulfide-bridged peptide (NDBP) superfamily,72,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0030414 (peptidase inhibitor activity); GO:0090729 (toxin activity),GO:0030414 (peptidase inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
P83239,Pandinus imperator (Emperor scorpion),55084,Non-disulfide-bridged peptide (NDBP) superfamily,44,,,,GO:0042742 (defense response to bacterium); GO:0006811 (monoatomic ion transport); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level;
P83313,Opistophthalmus carinatus (African yellow leg scorpion),190115,Non-disulfide-bridged peptide (NDBP) superfamily,82,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0006811 (monoatomic ion transport); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level;
P83312,Parabuthus schlechteri (Scorpion),190110,Non-disulfide-bridged peptide (NDBP) superfamily,45,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0006811 (monoatomic ion transport); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
P0CF38,Isometrus maculatus (Lesser brown scorpion) (Scorpio maculatus),497827,Non-disulfide-bridged peptide (NDBP) superfamily,56,,PD(50) is 38 mg/kg into the insect A.domestica. {ECO:0000269|PubMed:20139620}.,,GO:0042742 (defense response to bacterium); GO:0031640 (killing of cells of another organism); GO:0006811 (monoatomic ion transport); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
F1AWB0,Vaejovis mexicanus (Mexican scorpion),993612,Non-disulfide-bridged peptide (NDBP) superfamily,82,,,,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level;
N0EAL3,Androctonus mauritanicus (Fat-tailed scorpion),6859,Non-disulfide-bridged peptide (NDBP) superfamily,73,,,,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
Q8N0N8,Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii),34649,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),,3: Inferred from homology;
P83314,Opistophthalmus carinatus (African yellow leg scorpion),190115,Non-disulfide-bridged peptide (NDBP) superfamily,44,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0006811 (monoatomic ion transport); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level;
Q5G8B2,Tityus costatus (Brazilian scorpion),309814,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),,3: Inferred from homology;
Q5VJS9,Opistophthalmus carinatus (African yellow leg scorpion),190115,Non-disulfide-bridged peptide (NDBP) superfamily,61,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0006811 (monoatomic ion transport); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,3: Inferred from homology;
Q5G8B1,Tityus costatus (Brazilian scorpion),309814,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),,3: Inferred from homology;
Q5G8B0,Tityus costatus (Brazilian scorpion),309814,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),,3: Inferred from homology;
Q5G8A9,Tityus costatus (Brazilian scorpion),309814,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),,3: Inferred from homology;
A0A0C4G489,Heterometrus spinifer (Asia giant forest scorpion) (Malaysian black scorpion),118530,Non-disulfide-bridged peptide (NDBP) superfamily,83,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0006811 (monoatomic ion transport); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,3: Inferred from homology;
P0C8L3,Hoffmannihadrurus gertschi (Scorpion) (Hadrurus gertschi),380989,Non-disulfide-bridged peptide (NDBP) superfamily,80,,,,GO:0005576 (extracellular region),,3: Inferred from homology;
P86407,Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus),34648,Non-disulfide-bridged peptide (NDBP) superfamily,75,,"LD(50) is 1.9 nmol/g in housefly adults, while LD(100) is 5 nmol/g in the same species. {ECO:0000269|PubMed:29770866}.",,GO:0005576 (extracellular region),,1: Evidence at protein level;
A0A0N7FMT9,Mesomexovis punctatus (Scorpion) (Vaejovis punctatus),1532993,Non-disulfide-bridged peptide (NDBP) superfamily,77,,,,,,1: Evidence at protein level;
C7C1L2,Opisthacanthus cayaporum (South American scorpion),573324,Non-disulfide-bridged peptide (NDBP) superfamily,81,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0006811 (monoatomic ion transport); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,3: Inferred from homology;
C9X4J0,Tityus discrepans (Venezuelan scorpion),57059,Non-disulfide-bridged peptide (NDBP) superfamily,77,,,,GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region),,3: Inferred from homology;
L0GBQ6,Urodacus yaschenkoi (Inland robust scorpion),1273102,Non-disulfide-bridged peptide (NDBP) superfamily,81,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0006811 (monoatomic ion transport); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,3: Inferred from homology;
P0DMI7,Heterometrus spinifer (Asia giant forest scorpion) (Malaysian black scorpion),118530,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level;
P83240,Pandinus imperator (Emperor scorpion),55084,Non-disulfide-bridged peptide (NDBP) superfamily,24,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0006811 (monoatomic ion transport); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level;
A0A218QWY8,Tityus serrulatus (Brazilian scorpion),6887,Non-disulfide-bridged peptide (NDBP) superfamily,72,,,,GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;
P0DRB5,Tityus trinitatis (Trinidad thick-tailed scorpion),288786,Non-disulfide-bridged peptide (NDBP) superfamily,25,,,,GO:0042742 (defense response to bacterium); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level;
P0DL41,Centruroides suffusus (Durango bark scorpion),6880,Non-disulfide-bridged peptide (NDBP) superfamily,25,,,,GO:0042742 (defense response to bacterium); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level;
P0DMI8,Heterometrus spinifer (Asia giant forest scorpion) (Malaysian black scorpion),118530,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level;
A0A1D3IXJ5,Tityus obscurus (Amazonian scorpion) (Tityus cambridgei),1221240,Non-disulfide-bridged peptide (NDBP) superfamily,79,,,,GO:0006935 (chemotaxis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0045087 (innate immune response); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level;
P0DMI9,Heterometrus spinifer (Asia giant forest scorpion) (Malaysian black scorpion),118530,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,3: Inferred from homology;
P0DMJ0,Heterometrus spinifer (Asia giant forest scorpion) (Malaysian black scorpion),118530,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,3: Inferred from homology;
C5J897,Opisthacanthus cayaporum (South American scorpion),573324,Non-disulfide-bridged peptide (NDBP) superfamily,80,,,,GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,3: Inferred from homology;
C5J888,Opisthacanthus cayaporum (South American scorpion),573324,Non-disulfide-bridged peptide (NDBP) superfamily,75,,,,GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level;
A0A0C4G5K0,Heterometrus spinifer (Asia giant forest scorpion) (Malaysian black scorpion),118530,Non-disulfide-bridged peptide (NDBP) superfamily,73,,,,GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level;
