Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
P15222,Buthus eupeus (Lesser Asian scorpion) (Mesobuthus eupeus),34648,Short scorpion toxin family,35,,,DISULFID:4; MOD_RES:1,,,,
P04097,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,24,fragment,,,,,,
P45663,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,87,,,DISULFID:4,,,,
P58779,Centruroides sculpturatus (Bark scorpion),218467,Alpha/beta-scorpion toxin family,59,,,DISULFID:4,,,,
P01481,Leiurus quinquestriatus quinquestriatus (Egyptian scorpion),6885,Alpha/beta-scorpion toxin family,64,,,DISULFID:4; MOD_RES:1,,,,
P56743,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,66,,LD(50) is 8.5 ug/g in Blatella germanica.,DISULFID:4; CARBOHYD:1,"N-glycans are core-fucosylated, heterogeneous and short which could be the result of extensive trimming.",,,
Q7Z1K5,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,85,,,DISULFID:4; MOD_RES:1,,,,
P60267,Centruroides suffusus suffusus (Mexican scorpion),6881,Alpha/beta-scorpion toxin family,66,,,DISULFID:4; MOD_RES:1,,,,
P56610,Tityus bahiensis (Brazilian scorpion),50343,Alpha/beta-scorpion toxin family,19,fragment,,,,,,
P59865,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
Q9TWL1,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,55,fragment,,DISULFID:3,,,,
P59854,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
P56611,Tityus bahiensis (Brazilian scorpion),50343,Alpha/beta-scorpion toxin family,84,,,DISULFID:4; MOD_RES:1,,,,
P15226,Tityus serrulatus (Brazilian scorpion),6887,Alpha/beta-scorpion toxin family,84,,"LD(50) is 0.6 ng, intracerebroventricular.",DISULFID:4; MOD_RES:1,,,,
P56612,Tityus stigmurus (Brazilian scorpion),50344,Alpha/beta-scorpion toxin family,84,,,DISULFID:4; MOD_RES:1,,,,
Q7YXD3,Androctonus mauretanicus mauretanicus (Scorpion),6860,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
P04098,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,36,fragment,,,,,,
Q7Z1K4,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,72,fragment,,DISULFID:4; MOD_RES:1,,,,
Q9TWL0,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,62,fragment,,DISULFID:3,,,,
Q95WD1,Centruroides sculpturatus (Bark scorpion),218467,Alpha/beta-scorpion toxin family,85,,,DISULFID:4; MOD_RES:1,,,,
P55966,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Short scorpion toxin family,38,,,DISULFID:4,,,,
P54135,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,64,,LD(50) is 10 mg/kg by intravenous injection into mice.,DISULFID:4,,,,
P09981,Buthus eupeus (Lesser Asian scorpion) (Mesobuthus eupeus),34648,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
P04099,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,33,fragment,,,,,,
Q8WRY4,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,84,,,DISULFID:4,,,,
P60265,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,14,fragment,,,Contains four disulfide bonds (By similarity).,,,
Q95WC9,Centruroides sculpturatus (Bark scorpion),218467,Alpha/beta-scorpion toxin family,84,,,DISULFID:4,,,,
P45698,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,79,,,DISULFID:4,,,,
Q9BLM4,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,85,,,DISULFID:4; MOD_RES:1,,,,
P01490,Buthus eupeus (Lesser Asian scorpion) (Mesobuthus eupeus),34648,Alpha/beta-scorpion toxin family,65,,,DISULFID:4,,,,
P60255,Buthus occitanus mardochei (Moroccan scorpion),6869,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
Q94435,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,81,fragment,,DISULFID:4,,,,
P17728,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,85,,LD(50) is 250 ug/kg by subcutaneous injection to mice.,DISULFID:4,,,,
O61705,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,84,,,DISULFID:4,,,,
Q9BLM3,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,83,,,DISULFID:4,,,,
P01486,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,65,,,DISULFID:4,,,,
P60256,Buthus occitanus mardochei (Moroccan scorpion),6869,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
P58296,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,63,,,DISULFID:4,,,,
Q9N682,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,84,,,DISULFID:4,,,,
Q9BLM0,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,72,,,DISULFID:3,,,,
P60257,Buthus occitanus mardochei (Moroccan scorpion),6869,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
P60254,Scorpio maurus palmatus (Chactoid scorpion),53957,Scorpion calcine family,33,,LD(50) is 20 ug/mice by intracerebroventricular injection.,DISULFID:3,,,,
Q9BLM1,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,72,,,DISULFID:3,,,,
P60258,Buthus occitanus mardochei (Moroccan scorpion),6869,Alpha/beta-scorpion toxin family,70,,,DISULFID:4,,,,
Q9BLM2,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,72,,,DISULFID:3,,,,
P09982,Buthus eupeus (Lesser Asian scorpion) (Mesobuthus eupeus),34648,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
Q17254,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
P60259,Buthus occitanus mardochei (Moroccan scorpion),6869,Alpha/beta-scorpion toxin family,66,,,DISULFID:3,"Only 3 disulfide bridges can be formed, because only 7 cysteines are present (Probable).",,,
P59896,Buthus occitanus mardochei (Moroccan scorpion),6869,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
P01491,Centruroides sculpturatus (Bark scorpion),218467,Alpha/beta-scorpion toxin family,86,,,DISULFID:4; MOD_RES:1,,,,
P60275,Tityus bahiensis (Brazilian scorpion),50343,Alpha/beta-scorpion toxin family,63,,LD(50) is 80.0 ng/house fly.,DISULFID:4,,,,
P60276,Tityus bahiensis (Brazilian scorpion),50343,Alpha/beta-scorpion toxin family,62,,LD(50) is 40.0 ng/house fly.,DISULFID:4,,,,
P80950,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
P45639,Leiurus quinquestriatus quinquestriatus (Egyptian scorpion),6885,Short scorpion toxin family,36,,,DISULFID:4,,,,
P56646,Centruroides sculpturatus (Bark scorpion),218467,Alpha/beta-scorpion toxin family,65,,LD(50) is 87 mg/kg by subcutaneous injection in mouse.,DISULFID:4,,,,
P80719,Scorpio maurus palmatus (Chactoid scorpion),53957,Short scorpion toxin family,34,,LD(50) is 80 ng/mice by intracerebroventricular injection.,DISULFID:4; MOD_RES:1,,,,
P01498,Androctonus mauretanicus mauretanicus (Scorpion),6860,Short scorpion toxin family,35,,,DISULFID:4,,,,
P45667,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,66,,,DISULFID:4; MOD_RES:1,,,,
P60270,Buthus eupeus (Lesser Asian scorpion) (Mesobuthus eupeus),34648,Short scorpion toxin family,35,,,DISULFID:4,,,,
P46066,Centruroides sculpturatus (Bark scorpion),218467,Alpha/beta-scorpion toxin family,63,,,DISULFID:4,,,,
P46115,Tityus serrulatus (Brazilian scorpion),6887,Alpha/beta-scorpion toxin family,64,,,DISULFID:4,,,,
P45664,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,87,,,DISULFID:4,,,,
Q95WD3,Centruroides sculpturatus (Bark scorpion),218467,Alpha/beta-scorpion toxin family,86,,,DISULFID:4; MOD_RES:1,,,,
P45665,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,86,,,DISULFID:4; MOD_RES:1,,,,
Q86QV6,Centruroides elegans (Bark scorpion),217897,Ergtoxin family,42,,,DISULFID:4,,,,
Q86QU1,Centruroides exilicauda (Bark scorpion),6879,Ergtoxin family,42,,,DISULFID:4,,,,
Q86QV3,Centruroides gracilis (Slenderbrown scorpion) (Florida bark scorpion),217898,Ergtoxin family,42,,,DISULFID:4,,,,
Q86QV0,Centruroides limpidus limpidus (Mexican scorpion),29941,Ergtoxin family,42,,,DISULFID:4,,,,
Q86QT3,Centruroides noxius (Mexican scorpion),6878,Ergtoxin family,62,,,DISULFID:4,,,,
Q86QU6,Centruroides sculpturatus (Bark scorpion),218467,Ergtoxin family,42,,,DISULFID:4,,,,
Q86QV5,Centruroides elegans (Bark scorpion),217897,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QU0,Centruroides exilicauda (Bark scorpion),6879,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QV2,Centruroides gracilis (Slenderbrown scorpion) (Florida bark scorpion),217898,Ergtoxin family,42,,,DISULFID:4,,,,
Q86QU9,Centruroides limpidus limpidus (Mexican scorpion),29941,Ergtoxin family,43,,,DISULFID:4,,,,
P59939,Centruroides noxius (Mexican scorpion),6878,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QU5,Centruroides sculpturatus (Bark scorpion),218467,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QV4,Centruroides elegans (Bark scorpion),217897,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QT9,Centruroides exilicauda (Bark scorpion),6879,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QV1,Centruroides gracilis (Slenderbrown scorpion) (Florida bark scorpion),217898,Ergtoxin family,47,,,DISULFID:4,,,,
Q86QU8,Centruroides limpidus limpidus (Mexican scorpion),29941,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QV9,Centruroides noxius (Mexican scorpion),6878,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QU4,Centruroides sculpturatus (Bark scorpion),218467,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QT8,Centruroides exilicauda (Bark scorpion),6879,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QU7,Centruroides limpidus limpidus (Mexican scorpion),29941,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QV8,Centruroides noxius (Mexican scorpion),6878,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QU3,Centruroides sculpturatus (Bark scorpion),218467,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QV7,Centruroides noxius (Mexican scorpion),6878,Ergtoxin family,43,,,DISULFID:4,,,,
Q86QU2,Centruroides sculpturatus (Bark scorpion),218467,Ergtoxin family,47,,,DISULFID:4,,,,
Q9BKB7,Buthus eupeus (Lesser Asian scorpion) (Mesobuthus eupeus),34648,Short scorpion toxin family,57,,,DISULFID:3,,,,
P59940,Centruroides sculpturatus (Bark scorpion),218467,Ergtoxin family,43,,,DISULFID:4,,,,
P61095,Segestria florentina (Tube-web spider),31925,Spider toxin SFI family,46,,LD(50) is 10 mg/kg on H.virescens larvae.,,Contains four disulfide bonds (Probable).,,,
P61096,Segestria florentina (Tube-web spider),31925,Spider toxin SFI family,46,,LD(50) is 7 mg/kg on H.virescens larvae.,,Contains four disulfide bonds (Probable).,,,
P61097,Segestria florentina (Tube-web spider),31925,Spider toxin SFI family,46,,,,Contains four disulfide bonds (Probable).,,,
P61098,Segestria florentina (Tube-web spider),31925,Spider toxin SFI family,46,,,,Contains four disulfide bonds (Probable).,,,
P61099,Segestria florentina (Tube-web spider),31925,Spider toxin SFI family,46,,,,Contains four disulfide bonds (Probable).,,,
P61100,Segestria florentina (Tube-web spider),31925,Spider toxin SFI family,46,,,,Contains four disulfide bonds (Probable).,,,
P61101,Segestria florentina (Tube-web spider),31925,Spider toxin SFI family,46,,,,Contains four disulfide bonds (Probable).,,,
P61102,Segestria florentina (Tube-web spider),31925,Spider toxin SFI family,46,,,,Contains four disulfide bonds (Probable).,,,
P61094,Segestria florentina (Tube-web spider),31925,Spider toxin SFI family,18,fragment,LD(50) is 4 mg/kg on H.virescens larvae.,,Contains four disulfide bonds (Probable).,,,
P61504,Segestria florentina (Tube-web spider),31925,Spider toxin SFI family,35,,,,,,,
P68721,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,88,,,DISULFID:4,,,,
P68722,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,88,,,DISULFID:4,,,,
P68723,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,88,,,DISULFID:4,,,,
P68724,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,88,,,DISULFID:4,,,,
P01497,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,88,,,DISULFID:4,,,,
P55902,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,65,,LD(50) is 50 ug/kg in mouse by intracerebroventricular injection and 600 ng/g in Blatella germanica.,DISULFID:4,,,,
P82811,Buthus sindicus (Scorpion),42519,Alpha/beta-scorpion toxin family,61,,,DISULFID:4,,,,
P19856,Leiurus quinquestriatus quinquestriatus (Egyptian scorpion),6885,Alpha/beta-scorpion toxin family,70,,,DISULFID:4,,,,
O61668,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,88,,PD(50) is 0.18 ng/mg of gryllus bimaculatus crickets.,DISULFID:4; MOD_RES:1,,,,
P15147,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,88,,,DISULFID:4,,,,
P80962,Buthacus arenicola (North African scorpion),70335,Alpha/beta-scorpion toxin family,61,,,DISULFID:4,,,,
P24336,Buthotus judaicus (Scorpion) (Hottentotta judaica),6863,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,C-terminal basic residues are removed by a carboxypeptidase.,,,
P59863,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,60,,,DISULFID:4,,,,
P82812,Buthus sindicus (Scorpion),42519,Alpha/beta-scorpion toxin family,61,,,DISULFID:4,,,,
Q26292,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,85,,,DISULFID:4; MOD_RES:1,,,,
P19855,Leiurus quinquestriatus quinquestriatus (Egyptian scorpion),6885,Alpha/beta-scorpion toxin family,82,,,DISULFID:4,,,,
P68727,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,61,,,DISULFID:4; MOD_RES:1,,,,
P82813,Buthus sindicus (Scorpion),42519,Alpha/beta-scorpion toxin family,61,,,DISULFID:4,,,,
Q17231,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,64,fragment,,DISULFID:4,,,,
P21150,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,65,,,DISULFID:4,,,,
P55903,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,61,,LD(50) is 1.1 ug/g in Blatella germanica.,DISULFID:4; MOD_RES:1,,,,
P82814,Buthus sindicus (Scorpion),42519,Alpha/beta-scorpion toxin family,62,,,DISULFID:4,,,,
Q17230,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,64,fragment,,DISULFID:4,,,,
P81504,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,61,,,DISULFID:4,,,,
P55904,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,61,,LD(50) is 1.1 ug/g in Blatella germanica.,DISULFID:4; MOD_RES:1,,,,
P81240,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,61,,,DISULFID:4,,,,
P59864,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,62,,LD(50) is 0.1 mg/kg in Blatella germanica.,DISULFID:4,,,,
Q8T3T0,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4; MOD_RES:1,,,,
Q9XY87,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4; MOD_RES:1,,,,
Q95WX6,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4; MOD_RES:1,,,,
Q9Y1U3,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
P56637,Buthotus judaicus (Scorpion) (Hottentotta judaica),6863,Alpha/beta-scorpion toxin family,94,,Both variants Bjxtr-IT.38E and Bjxtr-IT.38K have an PD(50) of 9.6 ng/100 mg of body weight of blowfly larvae.,DISULFID:4,,,,
Q8I0K7,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,LD(50) is 0.8 mg/kg by intravenous injection into mice.,DISULFID:4; MOD_RES:1,,,,
O76963,Orthochirus scrobiculosus (Central Asian scorpion),6892,Alpha/beta-scorpion toxin family,64,,,DISULFID:4; MOD_RES:1,,,,
O77091,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,90,,PD(50) is 0.49 ng/mg in gryllus bimaculatus crickets.,DISULFID:4,,,,
Q967F9,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,54,,,,Probably has three disulfide bridges (By similarity).,,,
Q95NK7,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,54,,,,Probably has three disulfide bridges (By similarity).,,,
Q9BJX2,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,54,,,,Probably has three disulfide bridges (By similarity).,,,
Q95NJ8,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,55,,,MOD_RES:2,Probably has three disulfide bridges (By similarity).,,,
Q9NJC6,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Long chain potassium channel inhibitor scorpion toxin family,90,,,DISULFID:3,,,,
Q9N661,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Long chain potassium channel inhibitor scorpion toxin family,91,,,DISULFID:3,,,,
P69939,Androctonus australis (Sahara scorpion),6858,Long chain potassium channel inhibitor scorpion toxin family,91,,,DISULFID:3,,,,
P80669,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Scorpion toxin 6 family,28,,,DISULFID:3,,,,
P80670,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Scorpion toxin 6 family,29,,,DISULFID:3,,,,
P80671,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Scorpion toxin 6 family,29,,,DISULFID:3,,,,
P83045,Loxosceles intermedia (Spider),58218,Contains 1 GDPD domain,302,,,,,,,
Q8I914,Loxosceles laeta (South American recluse spider),58217,Spider sphingomyelinase family,311,,,,,,,
P83046,Loxosceles intermedia (Spider),58218,Contains 1 GDPD domain,29,fragment,,,,,,
Q7Z1Y7,Loxosceles arizonica (Arizona brown spider),196454,Contains 1 GDPD domain,320,,,,,,,
Q7M485,Loxosceles reclusa (Brown recluse spider),6921,Contains 1 GDPD domain,35,fragment,,,,,,
P13211,Atractaspis engaddensis (Israeli burrowing asp),8600,Endothelin/sarafotoxin family,21,,LD(50) is 0.35 mg/kg by intravenous injection.,DISULFID:2,,,,
P13208,Atractaspis engaddensis (Israeli burrowing asp),8600,Endothelin/sarafotoxin family,543,,"LD(50) is 0.015 mg/kg by intravenous injection for sarafotoxin-A and sarafotoxin-B, and 0.3 mg/kg for sarafotoxin-C.",DISULFID:24,,,,
Q98989,Synanceia horrida (Estuarine stonefish),13279,Contains 1 SPRY domain,702,,LD(50) of stonustoxin is 0.017 mg/kg by intravenous injection.,,Not glycosylated.,,,
Q91453,Synanceia horrida (Estuarine stonefish),13279,Contains 1 SPRY domain,699,,LD(50) of stonustoxin is 0.017 mg/kg by intravenous injection.,,Not glycosylated.,,,
Q8MMH5,Pimpla hypochondriaca (Parasitoid wasp),135724,,61,,,,,,,
Q8MMH4,Pimpla hypochondriaca (Parasitoid wasp),135724,,78,,,,,,,
P68725,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,83,,,DISULFID:4; MOD_RES:1,,,,
P68726,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,85,,,DISULFID:4; MOD_RES:1,,,,
