Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM
P0DKU3,Naja nigricollis (Black-necked spitting cobra),8654,phospholipase A2 family. Group I subfamily,30,fragment,,
P60043,Naja sagittifera (Andaman cobra),195058,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,126,fragment,,
Q2PG81,Protobothrops elegans (Elegant pitviper) (Trimeresurus elegans),88086,phospholipase A2 family. Group II subfamily. R49 sub-subfamily,137,,,
P0DJJ8,Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis),88087,phospholipase A2 family. Group II subfamily. K49 sub-subfamily,138,,,
Q1RP79,Vipera nikolskii (Nikolsky's adder),110206,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,,
P81237,Acanthophis antarcticus (Common death adder),8605,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,,
Q9PSF9,Agkistrodon bilineatus (Cantil) (Tropical moccasin),8718,phospholipase A2 family. Group II subfamily,39,fragment,,
Q9PUI1,Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus),29156,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,145,,,
P45881,Bothrops jararacussu (Jararacussu),8726,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,LD(50) is 7.0 mg/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:11018293}.,
P86804,Bothrops marajoensis (Marajo lancehead),157554,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,121,,,
P0DM52,Bothrops pauloensis (Neuwied's lancehead) (Bothrops neuwiedi pauloensis),1042543,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,35,fragment,,Contains 7 disulfide bonds.
Q8AY47,Bungarus candidus (Malayan krait),92438,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,139,fragment,,
Q8QFW3,Bungarus caeruleus (Indian krait),132961,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,147,,,
Q90WA8,Bungarus fasciatus (Banded krait) (Pseudoboa fasciata),8613,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,145,,,
Q7T1R1,Bungarus flaviceps flaviceps (Red-headed krait),8615,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,146,,,
P00618,Bungarus multicinctus (Many-banded krait),8616,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,145,,LD(50) is 0.066 mg/kg by intraperitoneal injection in beta-3 bungarotoxin and 0.073 mg/kg in beta-4.,
P0DJN3,Crotalus durissus cumanensis (South American rattlesnake),184542,phospholipase A2 family. Group II subfamily,23,fragment,,Contains 7 disulfide bonds. {ECO:0000250}.
P0DJN4,Crotalus mitchellii mitchellii (San Lucan speckled rattlesnake),384067,phospholipase A2 family. Group II subfamily,23,fragment,,Contains 7 disulfide bonds. {ECO:0000250}.
A8CG90,Daboia russelii (Russel's viper) (Vipera russelii),31159,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,137,,,
P0C943,Lachesis muta muta (Bushmaster),8753,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
P10116,Laticauda colubrina (Yellow-lipped sea krait) (Banded sea krait),8628,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,LD(50) is 0.045 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:3178739}.,
P00603,Naja mossambica (Mozambique spitting cobra),8644,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,,
P0DKU4,Naja nigricollis (Black-necked spitting cobra),8654,phospholipase A2 family. Group I subfamily,30,fragment,,
P08873,Notechis scutatus scutatus (Mainland tiger snake) (Common tiger snake),70142,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,145,,,
P0DJJ9,Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis),88087,phospholipase A2 family. Group II subfamily. K49 sub-subfamily,138,,,
P0DKR5,Pseudocerastes fieldi (Field's horned viper) (Pseudocerastes persicus fieldi),1355908,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,122,,,
Q6EER3,Sistrurus tergeminus (Western massasauga) (Sistrurus catenatus tergeminus),8757,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,,
P82893,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),39682,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,70,fragment,,
Q1RP78,Vipera nikolskii (Nikolsky's adder),110206,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,,
P20474,Bothrops asper (Terciopelo),8722,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,LD(50) is 5.6 mg/kg (95ug/16-18g) by intravenous injection and 25 ug/kg (0.42ug/16-18g) by intracerebroventricular injection into mice. {ECO:0000269|PubMed:2873948}.,
B3A0N3,Bothrops marajoensis (Marajo lancehead),157554,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,50,fragment,,
P58464,Bothrops pirajai (Piraja's lance0 head),113192,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,120,,,
Q6SLM0,Bungarus caeruleus (Indian krait),132961,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,137,fragment,,
P00629,Bungarus fasciatus (Banded krait) (Pseudoboa fasciata),8613,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,135,fragment,,
P0DJN5,Crotalus durissus terrificus (South American rattlesnake),8732,phospholipase A2 family. Group II subfamily,23,fragment,,Contains 7 disulfide bonds. {ECO:0000250}.
P0DJN7,Crotalus lepidus lepidus (Mottled rock rattlesnake),992932,phospholipase A2 family. Group II subfamily,23,fragment,,Contains 7 disulfide bonds. {ECO:0000250}.
P86368,Daboia russelii (Russel's viper) (Vipera russelii),31159,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,121,,,
P00612,Laticauda semifasciata (Black-banded sea krait) (Pseudolaticauda semifasciata),8631,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,,
P00604,Naja mossambica (Mozambique spitting cobra),8644,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,LD(50) is 0.3 mg/kg by injection into mice. {ECO:0000269|PubMed:880314}.,
C7G1G6,Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis),88087,phospholipase A2 family. Group II subfamily. K49 sub-subfamily,138,,,
P0DJN8,Sistrurus miliarius barbouri (Dusky pigmy rattlesnake) (Sistrurus barbouri),8759,phospholipase A2 family. Group II subfamily,23,fragment,,Contains 7 disulfide bonds. {ECO:0000250}.
Q75S51,Bungarus candidus (Malayan krait),92438,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,147,,,
Q02471,Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis),343250,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,LD(50) is 0.32 mg/kg by intravenous injection for RV-4 and 0.15 mg/kg for RV-4/RV-7 complex. {ECO:0000269|PubMed:8835338}.,
P00613,Laticauda semifasciata (Black-banded sea krait) (Pseudolaticauda semifasciata),8631,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,,
P00605,Naja nigricollis (Black-necked spitting cobra),8654,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,LD(50) is 0.63 mg/kg by intravenous injection.,
Q6SLM1,Bungarus caeruleus (Indian krait),132961,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,137,fragment,,Homodimerization and interaction of the catalytically important Asp-49 (here Asp-111) with mannose molecules may render this protein inactive.
P59018,Bungarus multicinctus (Many-banded krait),8616,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,137,fragment,,
P84674,Daboia russelii (Russel's viper) (Vipera russelii),31159,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,121,,LD(50) is >2 mg/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:8835338}.,
P00609,Notechis scutatus scutatus (Mainland tiger snake) (Common tiger snake),70142,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,119,,LD(50) is 0.045 mg/kg by intravenous injection.,
P00627,Bungarus fasciatus (Banded krait) (Pseudoboa fasciata),8613,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,135,fragment,LD(50) is 3.6 mg/kg by intraperitoneal injection.,
P0CAS1,Crotalus durissus cumanensis (South American rattlesnake),184542,phospholipase A2 family. Group II subfamily,21,fragment,LD(50) is > 0.245 mg/kg by intraperitoneal injection into mice.,
P0CAS2,Crotalus durissus collilineatus (Brazilian rattlesnake),221569,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
Q9PU97,Bungarus multicinctus (Many-banded krait),8616,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,137,fragment,,
Q8UW30,Hydrophis hardwickii (Hardwick's spine-bellied seasnake) (Lapemis hardwickii),8781,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,146,,,
Q9PUH6,Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus),29156,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,145,,,
P59071,Daboia russelii (Russel's viper) (Vipera russelii),31159,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,121,,"LD(50) is between 5.3 and 5.5 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:2718191, ECO:0000269|PubMed:8835338}.",
Q9PUH5,Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus),29156,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,145,,,
P86805,Crotalus durissus cumanensis (South American rattlesnake),184542,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
Q8UUH9,Laticauda colubrina (Yellow-lipped sea krait) (Banded sea krait),8628,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,155,,,
P20253,Pseudechis australis (Mulga snake) (King brown snake),8670,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,LD(50) is 4.7 mg/kg by intravenous injection. {ECO:0000269|PubMed:2343466}.,
P84475,Bungarus candidus (Malayan krait),92438,phospholipase A2 family. Group I subfamily,14,fragment,LD(50) is 0.26 mg/kg by intravenous injection in mice. {ECO:0000269|PubMed:14769867}.,
P14411,Bungarus fasciatus (Banded krait) (Pseudoboa fasciata),8613,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,135,fragment,,
Q9PTA1,Bungarus multicinctus (Many-banded krait),8616,phospholipase A2 family. Group I subfamily. G49 sub-subfamily,138,fragment,,This enzyme lacks one of the seven disulfide bonds found in similar PLA2 proteins.
P86806,Crotalus durissus cumanensis (South American rattlesnake),184542,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
P86169,Crotalus durissus ruruima (South American rattlesnake) (Mt. Roraima rattlesnake),221570,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
P24027,Crotalus durissus terrificus (South American rattlesnake),8732,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,"In class 2 heterodimer CA3-CBa2, LD(50) is 450 ug/kg by intravenous injection into mice. {ECO:0000269|PubMed:8513799}.",
Q9I847,Laticauda semifasciata (Black-banded sea krait) (Pseudolaticauda semifasciata),8631,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,145,,,
P81166,Micrurus nigrocinctus (Central American coral snake) (Gargantilla),8635,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,,
P59264,Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis),88087,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
P20254,Pseudechis australis (Mulga snake) (King brown snake),8670,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,,
P20258,Pseudechis porphyriacus (Red-bellied black snake),8671,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,117,,LD(50) is 1.3 mg/kg intraperitoneal injection into mice. {ECO:0000269|PubMed:2675391}.,
P23026,Pseudonaja textilis (Eastern brown snake),8673,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,145,,Monomer: LD(50) is 4 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:8431471}.,
P0DJQ0,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),39682,phospholipase A2 family. Group II subfamily,23,fragment,,Contains 7 disulfide bonds. {ECO:0000250}.
P00626,Vipera ammodytes ammodytes (Western sand viper),8705,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,"LD(50) is 0.021 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:10377255, ECO:0000269|PubMed:11931665, ECO:0000269|PubMed:15488774}.",
P0DKL7,Vipera renardi (Steppe viper) (Vipera ursinii renardi),927686,phospholipase A2 family. Group II subfamily,23,fragment,,Contains 7 disulfide bonds. {ECO:0000250}.
P0CG56,Crotalus durissus terrificus (South American rattlesnake),8732,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,"In class 1 heterodimer CA3-CBb, LD(50) is 95 ug/kg by intravenous injection into mice. {ECO:0000269|PubMed:8513799}.",
P0DJN6,Crotalus horridus (Timber rattlesnake),35024,phospholipase A2 family. Group II subfamily,23,fragment,,Contains 7 disulfide bonds. {ECO:0000250}.
O42187,Gloydius halys (Chinese water mocassin) (Agkistrodon halys),8714,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,,
P81167,Micrurus nigrocinctus (Central American coral snake) (Gargantilla),8635,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,,
P59265,Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis),88087,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
P04056,Pseudechis australis (Mulga snake) (King brown snake),8670,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,LD(50) is 0.24 mg/kg by intravenous injection.,
P20259,Pseudechis porphyriacus (Red-bellied black snake),8671,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,117,,LD(50) is 750 ug/kg intraperitoneal injection into mice. {ECO:0000269|PubMed:2675391}.,
P23027,Pseudonaja textilis (Eastern brown snake),8673,phospholipase A2 family. Group I subfamily. N49 sub-subfamily,121,,Oligomer: LD(50) is 1 ug/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:8431471}.,
Q6EER2,Sistrurus tergeminus (Western massasauga) (Sistrurus catenatus tergeminus),8757,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,,
Q6H3C5,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),39682,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
P14424,Vipera ammodytes ammodytes (Western sand viper),8705,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,LD(50) is 0.58 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:21726572}.,
Q9PTA6,Bungarus multicinctus (Many-banded krait),8616,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,138,fragment,,
P0CAS3,Crotalus durissus ruruima (South American rattlesnake) (Mt. Roraima rattlesnake),221570,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
P62022,Crotalus durissus terrificus (South American rattlesnake),8732,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,"In class 1 heterodimer CA3-CBc, LD(50) is 110 ug/kg by intravenous injection into mice. {ECO:0000269|PubMed:8513799}.",
C0HK05,Crotalus oreganus lutosus (Great basin rattlesnake) (Crotalus viridis lutosus),332626,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,47,fragment,,
Q9I845,Laticauda semifasciata (Black-banded sea krait) (Pseudolaticauda semifasciata),8631,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,145,,,
P20256,Pseudechis australis (Mulga snake) (King brown snake),8670,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,LD(50) is 0.22 mg/kg by intravenous injection. {ECO:0000269|PubMed:2343466}.,
P11407,Vipera ammodytes ammodytes (Western sand viper),8705,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,138,,LD(50) is 0.36 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:10377255}.,
P86974,Bothrops leucurus (Whitetail lancehead),157295,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
Q7LZQ6,Bungarus fasciatus (Banded krait) (Pseudoboa fasciata),8613,phospholipase A2 family. Group I subfamily,31,fragment,,
Q9PTA5,Bungarus multicinctus (Many-banded krait),8616,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,137,fragment,,
Q9PVF4,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),8717,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,137,,,
P0CAS4,Crotalus durissus ruruima (South American rattlesnake) (Mt. Roraima rattlesnake),221570,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
C0HK16,Daboia russelii (Russel's viper) (Vipera russelii),31159,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,121,,,
Q9I844,Laticauda semifasciata (Black-banded sea krait) (Pseudolaticauda semifasciata),8631,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,145,,,
P04057,Pseudechis australis (Mulga snake) (King brown snake),8670,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,LD(50) is 6.8 mg/kg by intravenous injection. {ECO:0000269|PubMed:3887651}.,
P0CAS5,Crotalus durissus terrificus (South American rattlesnake),8732,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
Q9I843,Laticauda semifasciata (Black-banded sea krait) (Pseudolaticauda semifasciata),8631,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,145,,,
P20257,Pseudechis australis (Mulga snake) (King brown snake),8670,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,118,,LD(50) is 3.4 mg/kg by intravenous injection. {ECO:0000269|PubMed:2343466}.,
P0CAS6,Crotalus durissus terrificus (South American rattlesnake),8732,phospholipase A2 family. Group II subfamily. D49 sub-subfamily,122,,,
Q9I842,Laticauda semifasciata (Black-banded sea krait) (Pseudolaticauda semifasciata),8631,phospholipase A2 family. Group I subfamily. D49 sub-subfamily,145,,,
