Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
F8QN51,Vipera renardi (Steppe viper) (Vipera ursinii renardi),927686,Phospholipase A2 family,137,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q9PUI0,Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus),29156,Phospholipase A2 family,147,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
P86456,Bothrops alternatus (Urutu) (Rhinocerophis alternatus),64174,Phospholipase A2 family,121,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P17934,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,147,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
P59170,Echis carinatus sochureki (Saw-scaled viper),124223,Phospholipase A2 family,139,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q6T179,Naja sagittifera (Andaman cobra),195058,Phospholipase A2 family,126,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P81479,Trimeresurus gramineus (Bamboo pit viper) (Indian green tree viper),8767,Phospholipase A2 family,122,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P82895,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),39682,Phospholipase A2 family,24,fragment,,,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q45Z27,Tropidechis carinatus (Australian rough-scaled snake),100989,Phospholipase A2 family,151,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q9PUH9,Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus),29156,Phospholipase A2 family,147,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
P59171,Echis ocellatus (Ocellated saw-scaled viper),99586,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
P59172,Echis pyramidum leakeyi (Leakey's carpet viper) (Echis carinatus leakeyi),38415,Phospholipase A2 family,139,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
O42189,Gloydius halys (Chinese water mocassin) (Agkistrodon halys),8714,Phospholipase A2 family,124,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q8UW31,Hydrophis hardwickii (Hardwick's spine-bellied seasnake) (Lapemis hardwickii),8781,Phospholipase A2 family,152,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q5G291,Naja sagittifera (Andaman cobra),195058,Phospholipase A2 family,125,fragment,,DISULFID:8,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P82896,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),39682,Phospholipase A2 family,122,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q45Z26,Tropidechis carinatus (Australian rough-scaled snake),100989,Phospholipase A2 family,151,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q9PUH8,Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus),29156,Phospholipase A2 family,147,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q90251,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,137,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
D6MKR0,Crotalus horridus (Timber rattlesnake),35024,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
O42190,Gloydius halys (Chinese water mocassin) (Agkistrodon halys),8714,Phospholipase A2 family,124,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q5G290,Naja sagittifera (Andaman cobra),195058,Phospholipase A2 family,125,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P70088,Trimeresurus gramineus (Bamboo pit viper) (Indian green tree viper),8767,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),3: Inferred from homology;
Q45Z25,Tropidechis carinatus (Australian rough-scaled snake),100989,Phospholipase A2 family,151,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q9PUH7,Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus),29156,Phospholipase A2 family,144,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q9PWR6,Daboia palaestinae (Palestine viper) (Vipera palaestinae),1170828,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),3: Inferred from homology;
P31100,Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis),343250,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity); GO:0019834 (phospholipase A2 inhibitor activity),GO:0004623 (phospholipase A2 activity); GO:0019834 (phospholipase A2 inhibitor activity),1: Evidence at protein level;
O42191,Gloydius halys (Chinese water mocassin) (Agkistrodon halys),8714,Phospholipase A2 family,124,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q9YGJ7,Daboia palaestinae (Palestine viper) (Vipera palaestinae),1170828,Phospholipase A2 family,137,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),3: Inferred from homology;
O42192,Gloydius halys (Chinese water mocassin) (Agkistrodon halys),8714,Phospholipase A2 family,122,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
P86523,Acanthophis antarcticus (Common death adder),8605,Phospholipase A2 family,27,fragment,,DISULFID:2,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q9PUH4,Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus),29156,Phospholipase A2 family,146,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q9PVF1,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),8717,Phospholipase A2 family,126,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P0DJR1,Crotalus horridus (Timber rattlesnake),35024,Phospholipase A2 family,23,fragment,,,Contains 7 disulfide bonds. {ECO:0000250}.,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q800C4,Crotalus viridis viridis (Prairie rattlesnake),8742,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q7T2R1,Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis),343250,Phospholipase A2 family,138,,"The lethal (intraperitoneal) dose of DbTx-B is estimated to be 0.5 ug/g, while that of the heterodimer is about 0.1 ug/g. {ECO:0000269|PubMed:17505111}.",DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity); GO:0019834 (phospholipase A2 inhibitor activity),GO:0004623 (phospholipase A2 activity); GO:0019834 (phospholipase A2 inhibitor activity),1: Evidence at protein level;
P0DKR3,Pseudocerastes fieldi (Field's horned viper) (Pseudocerastes persicus fieldi),1355908,Phospholipase A2 family,122,,,DISULFID:7,,GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q2YHJ6,Trimeresurus puniceus (Flat-nosed pitviper),197218,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q6H3D0,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),39682,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q9PUH3,Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus),29156,Phospholipase A2 family,146,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q802I1,Bungarus candidus (Malayan krait),92438,Phospholipase A2 family,142,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q9PVF0,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),8717,Phospholipase A2 family,126,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P0DJR2,Crotalus horridus (Timber rattlesnake),35024,Phospholipase A2 family,23,fragment,,,Contains 7 disulfide bonds. {ECO:0000250}.,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q7ZTA6,Crotalus viridis viridis (Prairie rattlesnake),8742,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q7T3T5,Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis),343250,Phospholipase A2 family,130,fragment,"DbTx-A alone is non-lethal, even at doses as high as 2 ug/g. The lethal (intraperitoneal) dose of the heterodimer is estimated to be about 0.1 ug/g. {ECO:0000269|PubMed:17505111}.",DISULFID:7,,GO:0006954 (inflammatory response); GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P0DKR4,Pseudocerastes fieldi (Field's horned viper) (Pseudocerastes persicus fieldi),1355908,Phospholipase A2 family,20,fragment,,,Contains 7 disulfide bonds. {ECO:0000250}.,GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q2YHJ5,Trimeresurus puniceus (Flat-nosed pitviper),197218,Phospholipase A2 family,122,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P0DJP6,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),39682,Phospholipase A2 family,23,fragment,,,Contains 7 disulfide bonds. {ECO:0000250}.,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q9PUH2,Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus),29156,Phospholipase A2 family,146,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q9PVE9,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),8717,Phospholipase A2 family,139,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
P0DJM5,Crotalus viridis viridis (Prairie rattlesnake),8742,Phospholipase A2 family,23,fragment,,,Contains 7 disulfide bonds. {ECO:0000250}.,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
